GID,AGE,INDIVIDUAL_NAME,QUALITY,SEX,SPECIES,VIEW_POINT,CONTRIBUTOR,tags
6477,adult,IBEIS_PZ_1750,ok,Female,zebra_plains,left,NNP GZC Car '6RED' Person 'B',"['grass', 'outdoor', 'zebra', 'animal', 'field', 'mammal', 'grazing', 'standing', 'grassy', 'tall']"
6478,adult,IBEIS_PZ_1755,good,Female,zebra_plains,left,NNP GZC Car '6RED' Person 'B',"['grass', 'zebra', 'outdoor', 'field', 'animal', 'mammal', 'standing', 'grassy']"
6479,infant,IBEIS_PZ_1749,ok,UNKNOWN SEX,zebra_plains,left,NNP GZC Car '6RED' Person 'B',"['grass', 'outdoor', 'zebra', 'animal', 'field', 'mammal', 'standing', 'grassy', 'open']"
6480,"infant,infant","____,____","poor,poor","UNKNOWN NAME,UNKNOWN NAME","zebra_plains,zebra_plains","left,left","NNP GZC Car '6RED' Person 'B',NNP GZC Car '6RED' Person 'B'","['grass', 'outdoor', 'zebra', 'animal', 'field', 'mammal', 'grassy']"
6481,infant,____,junk,UNKNOWN NAME,zebra_plains,left,NNP GZC Car '6RED' Person 'B',"['grass', 'outdoor', 'zebra', 'sky', 'tree', 'field', 'animal', 'tall', 'mammal', 'standing', 'grassy']"
6482,adult,IBEIS_PZ_1778,good,UNKNOWN SEX,zebra_plains,left,NNP GZC Car '6RED' Person 'B',"['grass', 'outdoor', 'zebra', 'sky', 'tree', 'field', 'animal', 'tall', 'mammal', 'standing', 'grassy']"
6483,infant,____,poor,UNKNOWN NAME,zebra_plains,left,NNP GZC Car '6RED' Person 'B',"['grass', 'outdoor', 'animal', 'zebra', 'field', 'mammal', 'standing', 'grassy', 'green']"
6484,infant,____,junk,UNKNOWN NAME,zebra_plains,left,NNP GZC Car '6RED' Person 'B',"['grass', 'outdoor', 'zebra', 'animal', 'field', 'mammal', 'standing', 'grassy', 'green']"
6485,"infant,infant","____,____","junk,junk","UNKNOWN NAME,UNKNOWN NAME","giraffe_masai,giraffe_masai","right,backleft","NNP GZC Car '6RED' Person 'B',NNP GZC Car '6RED' Person 'B'","['grass', 'outdoor', 'animal', 'field', 'sky', 'mammal', 'grassy', 'tall', 'standing']"
6486,"infant,infant","____,____","ok,ok","UNKNOWN NAME,UNKNOWN NAME","giraffe_masai,giraffe_masai","right,backleft","NNP GZC Car '6RED' Person 'B',NNP GZC Car '6RED' Person 'B'","['grass', 'outdoor', 'sky', 'giraffe', 'field', 'animal', 'tall', 'grassy', 'mammal', 'wild']"
6487,infant,____,poor,UNKNOWN NAME,giraffe_masai,right,NNP GZC Car '6RED' Person 'B',"['grass', 'outdoor', 'animal', 'field', 'tall', 'grassy']"
6488,infant,____,ok,UNKNOWN NAME,giraffe_masai,backright,NNP GZC Car '6RED' Person 'B',"['grass', 'outdoor', 'sky', 'field', 'animal', 'mammal', 'grassy', 'standing', 'tall', 'open', 'deer']"
6489,infant,____,ok,UNKNOWN NAME,giraffe_masai,right,NNP GZC Car '6RED' Person 'B',"['grass', 'outdoor', 'animal', 'sky', 'giraffe', 'mammal', 'field', 'standing', 'grassy', 'tall']"
6490,infant,____,ok,UNKNOWN NAME,giraffe_masai,right,NNP GZC Car '6RED' Person 'B',"['grass', 'outdoor', 'animal', 'mammal', 'sky', 'field', 'tall', 'grassy']"
6491,infant,____,ok,UNKNOWN NAME,giraffe_masai,right,NNP GZC Car '6RED' Person 'B',"['grass', 'outdoor', 'sky', 'animal', 'field', 'mammal', 'giraffe', 'walking', 'open', 'tall', 'grassy']"
6492,infant,____,good,UNKNOWN NAME,giraffe_masai,right,NNP GZC Car '6RED' Person 'B',"['grass', 'outdoor', 'sky', 'animal', 'giraffe', 'field', 'mammal', 'walking', 'grassy', 'tall', 'green', 'open']"
6493,infant,____,ok,UNKNOWN NAME,giraffe_masai,right,NNP GZC Car '6RED' Person 'B',"['outdoor', 'grass', 'animal', 'giraffe', 'sky', 'mammal', 'field', 'tall', 'walking', 'standing', 'grassy']"
6494,infant,____,poor,UNKNOWN NAME,giraffe_masai,right,NNP GZC Car '6RED' Person 'B',"['outdoor', 'giraffe', 'grass', 'sky', 'animal', 'mammal', 'tree', 'field', 'tall', 'standing', 'grassy', 'green']"
6495,infant,____,good,UNKNOWN NAME,giraffe_masai,right,NNP GZC Car '6RED' Person 'B',"['grass', 'animal', 'giraffe', 'outdoor', 'mammal', 'sky', 'field', 'standing', 'tall']"
6496,infant,____,good,UNKNOWN NAME,giraffe_masai,right,NNP GZC Car '6RED' Person 'B',"['animal', 'mammal', 'giraffe', 'outdoor', 'sky', 'field']"
6497,infant,____,good,UNKNOWN NAME,giraffe_masai,right,NNP GZC Car '6RED' Person 'B',"['animal', 'mammal', 'giraffe', 'outdoor', 'sky', 'grass', 'field', 'walking']"
6498,infant,____,good,UNKNOWN NAME,giraffe_masai,right,NNP GZC Car '6RED' Person 'B',"['animal', 'mammal', 'outdoor', 'sky', 'giraffe', 'grass', 'field', 'standing']"
6499,infant,____,good,UNKNOWN NAME,giraffe_masai,right,NNP GZC Car '6RED' Person 'B',"['grass', 'outdoor', 'mammal', 'animal', 'giraffe', 'sky', 'field', 'grassy']"
6500,infant,____,ok,UNKNOWN NAME,giraffe_masai,right,NNP GZC Car '6RED' Person 'B',"['grass', 'outdoor', 'mammal', 'animal', 'sky', 'giraffe', 'field', 'standing', 'grassy', 'tall']"
6501,infant,____,ok,UNKNOWN NAME,giraffe_masai,right,NNP GZC Car '6RED' Person 'B',"['outdoor', 'sky', 'grass', 'animal', 'mammal', 'field', 'giraffe']"
6502,infant,____,ok,UNKNOWN NAME,giraffe_masai,right,NNP GZC Car '6RED' Person 'B',"['outdoor', 'grass', 'field', 'giraffe', 'animal', 'mammal', 'grassy', 'tall', 'standing', 'deer', 'green', 'wild', 'lush']"
6503,infant,____,poor,UNKNOWN NAME,zebra_plains,left,NNP GZC Car '6RED' Person 'B',"['grass', 'outdoor', 'zebra', 'field', 'sky', 'animal', 'standing', 'tall', 'grassy', 'group', 'mammal']"
6504,infant,____,poor,UNKNOWN NAME,zebra_plains,left,NNP GZC Car '6RED' Person 'B',"['grass', 'zebra', 'outdoor', 'sky', 'field', 'animal', 'tall', 'mammal', 'standing', 'group', 'grassy']"
6505,"infant,infant","____,____","poor,poor","UNKNOWN NAME,UNKNOWN NAME","zebra_plains,zebra_plains","left,backright","NNP GZC Car '6RED' Person 'B',NNP GZC Car '6RED' Person 'B'","['zebra', 'grass', 'outdoor', 'sky', 'field', 'animal', 'tall', 'mammal', 'standing', 'grassy', 'group']"
6506,infant,____,poor,UNKNOWN NAME,zebra_plains,left,NNP GZC Car '6RED' Person 'B',"['zebra', 'outdoor', 'sky', 'grass', 'animal', 'mammal', 'field', 'standing', 'group']"
6507,infant,____,poor,UNKNOWN NAME,zebra_plains,left,NNP GZC Car '6RED' Person 'B',"['grass', 'outdoor', 'zebra', 'sky', 'field', 'animal', 'mammal', 'tall', 'group', 'grassy', 'open']"
6508,"infant,juveniles- two year old","____,IBEIS_PZ_1771","poor,ok","UNKNOWN NAME,Female","zebra_plains,zebra_plains","right,left","NNP GZC Car '6RED' Person 'B',NNP GZC Car '6RED' Person 'B'","['grass', 'zebra', 'outdoor', 'field', 'sky', 'animal', 'mammal', 'tall', 'grassy', 'group', 'standing', 'herd', 'open']"
6509,juveniles- two year old,IBEIS_PZ_1736,ok,Male,zebra_plains,left,NNP GZC Car '6RED' Person 'B',"['grass', 'outdoor', 'sky', 'field', 'animal', 'mammal', 'zebra', 'open', 'grassy']"
6510,infant,____,junk,UNKNOWN NAME,zebra_plains,left,NNP GZC Car '6RED' Person 'B',"['grass', 'outdoor', 'zebra', 'sky', 'animal', 'field', 'mammal', 'herd', 'group', 'grassy', 'open']"
6511,infant,____,poor,UNKNOWN NAME,zebra_plains,left,NNP GZC Car '6RED' Person 'B',"['zebra', 'grass', 'outdoor', 'sky', 'mammal', 'animal', 'field', 'grazing', 'group', 'tall', 'open', 'grassy']"
6512,adult,IBEIS_PZ_1820,ok,Female,zebra_plains,left,NNP GZC Car '6RED' Person 'B',"['zebra', 'grass', 'outdoor', 'animal', 'mammal', 'field', 'standing']"
6513,infant,____,poor,UNKNOWN NAME,zebra_plains,left,NNP GZC Car '6RED' Person 'B',"['grass', 'outdoor', 'zebra', 'field', 'animal', 'sky', 'mammal', 'standing', 'grassy', 'open', 'tall']"
6514,infant,IBEIS_PZ_1819,ok,UNKNOWN SEX,zebra_plains,left,NNP GZC Car '6RED' Person 'B',"['grass', 'zebra', 'outdoor', 'animal', 'mammal', 'field', 'standing', 'dry', 'grassy']"
6515,"infant,adult","____,IBEIS_PZ_0589","poor,ok","UNKNOWN NAME,Male","zebra_plains,zebra_plains","left,left","NNP GZC Car '6RED' Person 'B',NNP GZC Car '6RED' Person 'B'","['grass', 'zebra', 'outdoor', 'field', 'sky', 'animal', 'mammal', 'herd', 'tall', 'group', 'grassy']"
6516,"infant,infant,adult","____,____,IBEIS_PZ_1766","junk,poor,ok","UNKNOWN NAME,UNKNOWN NAME,Female","zebra_plains,zebra_plains,zebra_plains","left,left,frontleft","NNP GZC Car '6RED' Person 'B',NNP GZC Car '6RED' Person 'B',NNP GZC Car '6RED' Person 'B'","['grass', 'zebra', 'outdoor', 'sky', 'field', 'animal', 'mammal', 'herd', 'grassy', 'tall', 'group', 'open']"
6517,infant,IBEIS_PZ_1773,ok,UNKNOWN SEX,zebra_plains,left,NNP GZC Car '6RED' Person 'B',"['grass', 'outdoor', 'sky', 'field', 'zebra', 'animal', 'mammal', 'grazing', 'herd', 'tall', 'group', 'grassy', 'open']"
6518,"infant,infant","IBEIS_PZ_1739,____","ok,junk","UNKNOWN SEX,UNKNOWN NAME","zebra_plains,zebra_plains","left,left","NNP GZC Car '6RED' Person 'B',NNP GZC Car '6RED' Person 'B'","['zebra', 'outdoor', 'ground', 'grass', 'animal', 'mammal', 'field', 'dirt', 'standing']"
6519,juveniles- two year old,IBEIS_PZ_1764,ok,Female,zebra_plains,left,NNP GZC Car '6RED' Person 'B',"['grass', 'outdoor', 'zebra', 'field', 'animal', 'mammal', 'grazing', 'standing', 'grassy']"
6520,adult,IBEIS_PZ_1619,ok,UNKNOWN SEX,zebra_plains,left,NNP GZC Car '6RED' Person 'B',"['grass', 'zebra', 'outdoor', 'animal', 'sky', 'field', 'mammal', 'standing']"
6521,infant,____,poor,UNKNOWN NAME,zebra_plains,left,NNP GZC Car '6RED' Person 'B',"['grass', 'zebra', 'outdoor', 'animal', 'field', 'mammal']"
6522,infant,IBEIS_PZ_1769,ok,UNKNOWN SEX,zebra_plains,left,NNP GZC Car '6RED' Person 'B',"['zebra', 'grass', 'outdoor', 'mammal', 'animal', 'field', 'standing']"
6523,adult,IBEIS_PZ_1595,good,Female,zebra_plains,left,NNP GZC Car '6RED' Person 'B',"['grass', 'outdoor', 'zebra', 'sky', 'animal', 'field', 'mammal', 'walking', 'open', 'grassy']"
6524,"adult,infant","IBEIS_PZ_1761,____","ok,poor","Female,UNKNOWN NAME","zebra_plains,zebra_plains","left,left","NNP GZC Car '6RED' Person 'B',NNP GZC Car '6RED' Person 'B'","['zebra', 'grass', 'outdoor', 'sky', 'animal', 'mammal', 'field', 'group', 'dirt']"
6525,juveniles- two year old,IBEIS_PZ_1772,ok,UNKNOWN SEX,zebra_plains,left,NNP GZC Car '6RED' Person 'B',"['grass', 'outdoor', 'sky', 'zebra', 'field', 'animal', 'mammal', 'tall', 'herd', 'group', 'open']"
6526,"juveniles- two year old,adult,infant","IBEIS_PZ_1586,IBEIS_PZ_1595,____","ok,good,junk","Male,Female,UNKNOWN NAME","zebra_plains,zebra_plains,zebra_plains","frontleft,left,left","NNP GZC Car '6RED' Person 'B',NNP GZC Car '6RED' Person 'B',NNP GZC Car '6RED' Person 'B'","['zebra', 'outdoor', 'sky', 'ground', 'grass', 'animal', 'mammal', 'road', 'dirt', 'herd', 'group']"
6527,"adult,juveniles- two year old,infant","IBEIS_PZ_1761,IBEIS_PZ_1586,____","ok,good,poor","Female,Male,UNKNOWN NAME","zebra_plains,zebra_plains,zebra_plains","left,left,left","NNP GZC Car '6RED' Person 'B',NNP GZC Car '6RED' Person 'B',NNP GZC Car '6RED' Person 'B'","['zebra', 'grass', 'outdoor', 'sky', 'animal', 'mammal', 'road', 'ground', 'dirt']"
6528,"infant,adult","IBEIS_PZ_1770,IBEIS_PZ_1766","ok,ok","UNKNOWN SEX,Female","zebra_plains,zebra_plains","left,left","NNP GZC Car '6RED' Person 'B',NNP GZC Car '6RED' Person 'B'","['grass', 'zebra', 'outdoor', 'field', 'sky', 'animal', 'mammal', 'tall', 'group', 'grassy', 'open']"
6529,infant,____,poor,UNKNOWN NAME,zebra_plains,left,NNP GZC Car '6RED' Person 'B',"['grass', 'outdoor', 'field', 'sky', 'animal', 'mammal', 'tall', 'grassy', 'open']"
6530,"infant,adult","____,IBEIS_PZ_1766","poor,ok","UNKNOWN NAME,Female","zebra_plains,zebra_plains","left,left","NNP GZC Car '6RED' Person 'B',NNP GZC Car '6RED' Person 'B'","['grass', 'outdoor', 'zebra', 'field', 'sky', 'animal', 'mammal', 'tall', 'group', 'grassy']"
6531,infant,____,poor,UNKNOWN NAME,zebra_plains,left,NNP GZC Car '6RED' Person 'B',"['zebra', 'grass', 'outdoor', 'animal', 'field', 'sky', 'mammal', 'standing', 'group']"
6532,adult,IBEIS_PZ_1619,ok,UNKNOWN SEX,zebra_plains,left,NNP GZC Car '6RED' Person 'B',"['grass', 'zebra', 'outdoor', 'field', 'animal', 'sky', 'mammal', 'standing']"
6533,"adult,infant","IBEIS_PZ_1766,____","ok,poor","Female,UNKNOWN NAME","zebra_plains,zebra_plains","left,left","NNP GZC Car '6RED' Person 'B',NNP GZC Car '6RED' Person 'B'","['grass', 'zebra', 'outdoor', 'field', 'sky', 'animal', 'mammal', 'tall', 'herd', 'group', 'grassy']"
6534,"infant,infant","____,____","poor,poor","UNKNOWN NAME,UNKNOWN NAME","zebra_plains,zebra_plains","left,left","NNP GZC Car '6RED' Person 'B',NNP GZC Car '6RED' Person 'B'","['grass', 'outdoor', 'zebra', 'sky', 'field', 'animal', 'mammal', 'tall', 'herd', 'group', 'open', 'grassy']"
6535,infant,____,poor,UNKNOWN NAME,zebra_plains,left,NNP GZC Car '6RED' Person 'B',"['grass', 'zebra', 'outdoor', 'field', 'sky', 'animal', 'mammal', 'tall', 'grazing', 'standing', 'herd', 'grassy', 'group', 'open']"
6536,"infant,juveniles- two year old,adult","IBEIS_PZ_1756,IBEIS_PZ_1586,IBEIS_PZ_1595","ok,good,ok","UNKNOWN SEX,Male,Female","zebra_plains,zebra_plains,zebra_plains","left,left,left","NNP GZC Car '6RED' Person 'B',NNP GZC Car '6RED' Person 'B',NNP GZC Car '6RED' Person 'B'","['zebra', 'grass', 'outdoor', 'sky', 'animal', 'mammal', 'road', 'herd', 'dirt']"
6537,"infant,infant,infant","IBEIS_PZ_1756,____,____","ok,poor,poor","UNKNOWN SEX,UNKNOWN NAME,UNKNOWN NAME","zebra_plains,zebra_plains,zebra_plains","left,left,left","NNP GZC Car '6RED' Person 'B',NNP GZC Car '6RED' Person 'B',NNP GZC Car '6RED' Person 'B'","['grass', 'zebra', 'outdoor', 'sky', 'animal', 'mammal', 'field', 'group']"
6538,"infant,infant,infant","____,____,____","poor,poor,poor","UNKNOWN NAME,UNKNOWN NAME,UNKNOWN NAME","zebra_plains,zebra_plains,zebra_plains","left,left,left","NNP GZC Car '6RED' Person 'B',NNP GZC Car '6RED' Person 'B',NNP GZC Car '6RED' Person 'B'","['grass', 'zebra', 'outdoor', 'sky', 'mammal', 'animal', 'field', 'group']"
6539,"infant,adult,juveniles- two year old,adult","____,IBEIS_PZ_1761,IBEIS_PZ_1586,IBEIS_PZ_1595","poor,ok,ok,ok","UNKNOWN NAME,Female,Male,Female","zebra_plains,zebra_plains,zebra_plains,zebra_plains","left,left,left,left","NNP GZC Car '6RED' Person 'B',NNP GZC Car '6RED' Person 'B',NNP GZC Car '6RED' Person 'B',NNP GZC Car '6RED' Person 'B'","['zebra', 'grass', 'outdoor', 'sky', 'animal', 'mammal', 'field']"
6540,infant,____,poor,UNKNOWN NAME,zebra_plains,left,NNP GZC Car '6RED' Person 'B',"['grass', 'outdoor', 'zebra', 'sky', 'animal', 'field', 'mammal', 'open', 'group', 'tall', 'grassy']"
6541,infant,____,poor,UNKNOWN NAME,zebra_plains,frontleft,NNP GZC Car '6RED' Person 'B',"['grass', 'outdoor', 'zebra', 'field', 'sky', 'animal', 'mammal', 'tall', 'group', 'grassy', 'open']"
6542,infant,____,poor,UNKNOWN NAME,zebra_plains,left,NNP GZC Car '6RED' Person 'B',"['zebra', 'grass', 'outdoor', 'sky', 'field', 'animal', 'mammal', 'herd', 'tall', 'group', 'grassy', 'open']"
6543,adult,IBEIS_PZ_1752,ok,UNKNOWN SEX,zebra_plains,left,NNP GZC Car '6RED' Person 'B',"['grass', 'zebra', 'outdoor', 'sky', 'field', 'animal', 'mammal', 'standing', 'group', 'grassy', 'open']"
6544,juveniles- two year old,IBEIS_PZ_1607,ok,Male,zebra_plains,left,NNP GZC Car '6RED' Person 'B',"['grass', 'outdoor', 'zebra', 'field', 'animal', 'mammal', 'sky', 'tall', 'grassy', 'open']"
6546,adult,IBEIS_PZ_1752,ok,UNKNOWN SEX,zebra_plains,frontleft,NNP GZC Car '6RED' Person 'B',"['zebra', 'outdoor', 'ground', 'animal', 'mammal']"
6547,adult,IBEIS_PZ_1752,good,UNKNOWN SEX,zebra_plains,left,NNP GZC Car '6RED' Person 'B',"['outdoor', 'zebra', 'ground', 'animal', 'mammal']"
6548,"infant,infant","____,____","poor,poor","UNKNOWN NAME,UNKNOWN NAME","zebra_plains,zebra_plains","left,left","NNP GZC Car '6RED' Person 'B',NNP GZC Car '6RED' Person 'B'","['grass', 'zebra', 'outdoor', 'animal', 'field', 'mammal', 'tall', 'group', 'open']"
6549,infant,____,poor,UNKNOWN NAME,zebra_plains,left,NNP GZC Car '6RED' Person 'B',"['grass', 'outdoor', 'sky', 'field', 'animal', 'mammal', 'zebra', 'tall', 'open', 'grassy']"
6550,"infant,infant","____,____","poor,poor","UNKNOWN NAME,UNKNOWN NAME","zebra_plains,zebra_plains","frontleft,left","NNP GZC Car '6RED' Person 'B',NNP GZC Car '6RED' Person 'B'","['grass', 'zebra', 'outdoor', 'animal', 'field', 'mammal']"
6551,infant,____,poor,UNKNOWN NAME,zebra_plains,left,NNP GZC Car '6RED' Person 'B',"['grass', 'outdoor', 'zebra', 'animal', 'field', 'sky', 'mammal', 'tall', 'open', 'grassy']"
6552,adult,IBEIS_PZ_0597,ok,Female,zebra_plains,left,NNP GZC Car '6RED' Person 'B',"['grass', 'outdoor', 'zebra', 'animal', 'field', 'mammal', 'tall', 'grassy']"
6553,infant,____,poor,UNKNOWN NAME,zebra_plains,left,NNP GZC Car '6RED' Person 'B',"['grass', 'outdoor', 'zebra', 'field', 'animal', 'mammal', 'grassy', 'open']"
6554,infant,____,poor,UNKNOWN NAME,zebra_plains,left,NNP GZC Car '6RED' Person 'B',"['grass', 'outdoor', 'field', 'animal', 'mammal', 'tall', 'grassy', 'open']"
6555,infant,IBEIS_PZ_1791,ok,UNKNOWN SEX,zebra_plains,left,NNP GZC Car '6RED' Person 'B',"['grass', 'zebra', 'outdoor', 'field', 'animal', 'mammal', 'standing', 'grassy']"
6556,infant,____,poor,UNKNOWN NAME,zebra_plains,left,NNP GZC Car '6RED' Person 'B',"['grass', 'outdoor', 'zebra', 'field', 'animal', 'sky', 'mammal', 'tall', 'open', 'grassy']"
6557,adult,IBEIS_PZ_1801,ok,Male,zebra_plains,left,NNP GZC Car '6RED' Person 'B',"['grass', 'outdoor', 'zebra', 'animal', 'field', 'mammal', 'grazing', 'standing', 'grassy', 'tall']"
6558,adult,IBEIS_PZ_0071,ok,Male,zebra_plains,left,NNP GZC Car '6RED' Person 'B',"['zebra', 'animal', 'grass', 'outdoor', 'mammal', 'field', 'standing']"
6559,infant,____,poor,UNKNOWN NAME,zebra_plains,left,NNP GZC Car '6RED' Person 'B',"['zebra', 'animal', 'mammal', 'grass', 'outdoor', 'field']"
6560,adult,IBEIS_PZ_0071,ok,Male,zebra_plains,left,NNP GZC Car '6RED' Person 'B',"['grass', 'zebra', 'outdoor', 'animal', 'field', 'mammal', 'standing', 'grassy', 'tall']"
6561,adult,IBEIS_PZ_1403,ok,Female,zebra_plains,left,NNP GZC Car '6RED' Person 'B',"['grass', 'zebra', 'outdoor', 'field', 'animal', 'mammal', 'standing', 'open', 'grassy', 'wild']"
6562,adult,IBEIS_PZ_1403,ok,Female,zebra_plains,left,NNP GZC Car '6RED' Person 'B',"['grass', 'outdoor', 'zebra', 'animal', 'field', 'mammal', 'standing', 'big cat', 'grassy', 'wild', 'open', 'cheetah']"
6563,adult,IBEIS_PZ_1403,good,Female,zebra_plains,left,NNP GZC Car '6RED' Person 'B',"['grass', 'zebra', 'outdoor', 'field', 'animal', 'mammal', 'standing', 'grassy', 'open', 'wild']"
6564,infant,IBEIS_PZ_0279,ok,UNKNOWN SEX,zebra_plains,left,NNP GZC Car '6RED' Person 'B',"['zebra', 'grass', 'outdoor', 'field', 'sky', 'animal', 'mammal', 'standing', 'grassy', 'group', 'open']"
6565,adult,IBEIS_PZ_1796,ok,Female,zebra_plains,left,NNP GZC Car '6RED' Person 'B',"['zebra', 'grass', 'outdoor', 'field', 'sky', 'animal', 'mammal', 'standing', 'grassy', 'tall']"
6566,infant,IBEIS_PZ_1816,ok,UNKNOWN SEX,zebra_plains,left,NNP GZC Car '6RED' Person 'B',"['grass', 'outdoor', 'zebra', 'sky', 'field', 'animal', 'mammal', 'standing', 'tall', 'grassy']"
6567,"adult,infant","IBEIS_PZ_1751,____","ok,poor","Female,UNKNOWN NAME","zebra_plains,zebra_plains","left,left","NNP GZC Car '6RED' Person 'B',NNP GZC Car '6RED' Person 'B'","['grass', 'zebra', 'outdoor', 'tree', 'sky', 'mammal', 'animal', 'field', 'standing', 'tall', 'group', 'grassy']"
6568,"adult,adult","IBEIS_PZ_1748,IBEIS_PZ_1751","ok,ok","Female,Female","zebra_plains,zebra_plains","left,left","NNP GZC Car '6RED' Person 'B',NNP GZC Car '6RED' Person 'B'","['zebra', 'grass', 'outdoor', 'sky', 'tree', 'field', 'animal', 'mammal', 'standing', 'grassy', 'tall', 'wild']"
6569,"adult,infant","IBEIS_PZ_1748,____","ok,poor","Female,UNKNOWN NAME","zebra_plains,zebra_plains","left,left","NNP GZC Car '6RED' Person 'B',NNP GZC Car '6RED' Person 'B'","['zebra', 'grass', 'outdoor', 'sky', 'tree', 'mammal', 'animal', 'field', 'standing', 'grassy', 'tall', 'wild']"
6570,"infant,infant","IBEIS_PZ_1757,____","ok,poor","UNKNOWN SEX,UNKNOWN NAME","zebra_plains,zebra_plains","left,left","NNP GZC Car '6RED' Person 'B',NNP GZC Car '6RED' Person 'B'","['zebra', 'grass', 'outdoor', 'tree', 'sky', 'mammal', 'animal', 'field', 'standing', 'wild', 'group', 'grassy']"
6572,infant,____,poor,UNKNOWN NAME,zebra_plains,left,NNP GZC Car '6RED' Person 'B',"['outdoor', 'grass', 'zebra', 'sky', 'field', 'animal', 'mammal', 'standing', 'tall', 'grassy']"
6573,infant,____,poor,UNKNOWN NAME,zebra_plains,left,NNP GZC Car '6RED' Person 'B',"['grass', 'outdoor', 'zebra', 'animal', 'mammal', 'field', 'tall', 'standing', 'herd', 'group', 'grassy', 'wild', 'green']"
6574,infant,____,poor,UNKNOWN NAME,zebra_plains,left,NNP GZC Car '6RED' Person 'B',"['grass', 'outdoor', 'zebra', 'field', 'animal', 'mammal', 'tall', 'grassy', 'open']"
6575,infant,____,poor,UNKNOWN NAME,zebra_plains,left,NNP GZC Car '6RED' Person 'B',"['grass', 'outdoor', 'zebra', 'field', 'animal', 'mammal', 'herd', 'tall', 'open']"
6576,infant,____,poor,UNKNOWN NAME,zebra_plains,left,NNP GZC Car '6RED' Person 'B',"['grass', 'outdoor', 'zebra', 'field', 'animal', 'mammal', 'green', 'tall', 'open', 'grassy']"
6577,infant,____,poor,UNKNOWN NAME,zebra_plains,frontleft,NNP GZC Car '6RED' Person 'B',"['grass', 'zebra', 'outdoor', 'field', 'animal', 'mammal', 'grassy', 'tall', 'open']"
6578,infant,____,poor,UNKNOWN NAME,zebra_plains,left,NNP GZC Car '6RED' Person 'B',"['grass', 'outdoor', 'field', 'animal', 'mammal', 'grassy']"
6579,infant,____,poor,UNKNOWN NAME,zebra_plains,left,NNP GZC Car '6RED' Person 'B',"['grass', 'zebra', 'outdoor', 'field', 'animal', 'mammal', 'tall', 'open', 'grassy']"
6580,infant,____,poor,UNKNOWN NAME,zebra_plains,left,NNP GZC Car '6RED' Person 'B',"['grass', 'outdoor', 'zebra', 'animal', 'field', 'mammal', 'tall', 'grassy']"
6581,infant,____,poor,UNKNOWN NAME,zebra_plains,frontleft,NNP GZC Car '6RED' Person 'B',"['grass', 'outdoor', 'zebra', 'field', 'animal', 'mammal', 'grassy', 'green', 'open', 'tall']"
6582,infant,____,poor,UNKNOWN NAME,zebra_plains,frontleft,NNP GZC Car '6RED' Person 'B',"['grass', 'outdoor', 'animal', 'field', 'mammal', 'tall', 'open', 'grassy']"
6583,infant,____,poor,UNKNOWN NAME,zebra_plains,left,NNP GZC Car '6RED' Person 'B',"['grass', 'zebra', 'outdoor', 'field', 'animal', 'tall', 'grassy']"
6584,adult,IBEIS_PZ_1754,ok,Male,zebra_plains,left,NNP GZC Car '6RED' Person 'B',"['grass', 'zebra', 'outdoor', 'field', 'animal', 'mammal', 'tall', 'mountain', 'grassy']"
6585,adult,IBEIS_PZ_1754,ok,Male,zebra_plains,left,NNP GZC Car '6RED' Person 'B',"['grass', 'zebra', 'outdoor', 'animal', 'field', 'tall', 'mammal', 'mountain', 'wild']"
6586,infant,____,poor,UNKNOWN NAME,zebra_plains,left,NNP GZC Car '6RED' Person 'B',"['grass', 'zebra', 'outdoor', 'animal', 'field', 'mammal', 'tall', 'mountain', 'grassy']"
6594,infant,IBEIS_PZ_0068,ok,Male,zebra_plains,left,NNP GZC Car '6RED' Person 'B',"['grass', 'outdoor', 'zebra', 'animal', 'field', 'mammal', 'standing', 'green', 'grassy']"
6595,infant,IBEIS_PZ_0068,excellent,Male,zebra_plains,left,NNP GZC Car '6RED' Person 'B',"['grass', 'outdoor', 'zebra', 'animal', 'field', 'mammal', 'standing', 'green', 'grassy']"
6596,adult,IBEIS_PZ_0092,good,Male,zebra_plains,left,NNP GZC Car '6RED' Person 'B',"['grass', 'outdoor', 'zebra', 'animal', 'field', 'mammal', 'standing', 'grassy', 'green']"
6597,infant,____,good,UNKNOWN NAME,zebra_plains,right,NNP GZC Car '6RED' Person 'B',"['grass', 'outdoor', 'zebra', 'field', 'sky', 'animal', 'mammal', 'grassy']"
6598,infant,____,good,UNKNOWN NAME,zebra_plains,right,NNP GZC Car '6RED' Person 'B',"['grass', 'outdoor', 'zebra', 'animal', 'field', 'sky', 'mammal', 'grassy']"
6599,infant,____,good,UNKNOWN NAME,zebra_plains,right,NNP GZC Car '6RED' Person 'B',"['grass', 'zebra', 'outdoor', 'field', 'animal', 'sky', 'mammal', 'standing', 'grassy', 'open']"
6600,"infant,infant","____,____","good,poor","UNKNOWN NAME,UNKNOWN NAME","zebra_plains,zebra_plains","right,right","NNP GZC Car '6RED' Person 'B',NNP GZC Car '6RED' Person 'B'","['grass', 'zebra', 'outdoor', 'sky', 'field', 'animal', 'mammal', 'grassy']"
