ANNOTATION_ID,NID,NAME,SPECIES,SEX,AGE_MONTHS,EXEMPLAR_FLAG,IMAGE_QUALITY,IMAGE_YAW
14179,585,IBEIS_PZ_0312,zebra_plains,Female,adult,0,ok,left,"NNP GZC Car '14WHITE', Person 'A'"
14180,1514,IBEIS_PZ_1241,zebra_plains,Female,adult,0,good,left,"NNP GZC Car '14WHITE', Person 'A'"
14185,-14185,____,zebra_plains,UNKNOWN NAME,infant,0,junk,left,"NNP GZC Car '14WHITE', Person 'A'"
14188,-14188,____,zebra_plains,UNKNOWN NAME,infant,0,poor,left,"NNP GZC Car '14WHITE', Person 'A'"
9874,-9874,____,giraffe_masai,UNKNOWN NAME,infant,0,ok,backright,"NNP GZC Car '3WHITE', Person 'A'"
9192,74,NNP_GIRM_0055,giraffe_masai,Female,adult,0,ok,left,"NNP GZC Car '11WHITE', Person 'A'"
9875,105,NNP_GIRM_0081,giraffe_masai,Male,adult,0,good,left,"NNP GZC Car '3WHITE', Person 'A'"
14197,-14197,____,zebra_plains,UNKNOWN NAME,infant,0,poor,left,"NNP GZC Car '14WHITE', Person 'A'"
13972,883,IBEIS_PZ_0610,zebra_plains,Male,adult,0,good,left,"NNP GZC Car '1PURPLE', Person 'B'"
14203,585,IBEIS_PZ_0312,zebra_plains,Female,adult,1,good,left,"NNP GZC Car '14WHITE', Person 'A'"
14204,-14204,____,zebra_plains,UNKNOWN NAME,infant,0,poor,left,"NNP GZC Car '14WHITE', Person 'A'"
14207,1914,IBEIS_PZ_1641,zebra_plains,Female,adult,1,ok,left,"NNP GZC Car '14WHITE', Person 'A'"
14208,1912,IBEIS_PZ_1639,zebra_plains,Male,adult,1,good,left,"NNP GZC Car '14WHITE', Person 'A'"
14209,-14209,____,zebra_plains,UNKNOWN NAME,infant,0,ok,right,"NNP GZC Car '14WHITE', Person 'A'"
18306,1900,IBEIS_PZ_1627,zebra_plains,UNKNOWN SEX,juveniles - one year old,1,good,left,"NNP GZC Car '2RED', Person 'C'"
18309,-18309,____,zebra_plains,UNKNOWN NAME,infant,0,junk,left,"NNP GZC Car '2RED', Person 'C'"
18310,-18310,____,zebra_plains,UNKNOWN NAME,infant,0,junk,left,"NNP GZC Car '2RED', Person 'C'"
18311,-18311,____,zebra_plains,UNKNOWN NAME,infant,0,junk,front,"NNP GZC Car '2RED', Person 'C'"
18312,-18312,____,zebra_plains,UNKNOWN NAME,infant,0,junk,back,"NNP GZC Car '2RED', Person 'C'"
10121,-10121,____,giraffe_masai,UNKNOWN NAME,infant,0,poor,left,"NNP GZC Car '6RED', Person 'B'"
10122,-10122,____,giraffe_masai,UNKNOWN NAME,infant,0,ok,backright,"NNP GZC Car '6RED', Person 'B'"
10123,-10123,____,giraffe_masai,UNKNOWN NAME,infant,0,poor,right,"NNP GZC Car '6RED', Person 'B'"
14222,1686,IBEIS_PZ_1413,zebra_plains,Male,infant,0,good,left,"NNP GZC Car '14WHITE', Person 'A'"
14223,-14223,____,zebra_plains,UNKNOWN NAME,infant,0,poor,left,"NNP GZC Car '1BLUE', Person 'A'"
10128,601,IBEIS_PZ_0328,zebra_plains,UNKNOWN SEX,infant,0,poor,backleft,"PZ_MUGU_18,hyrule:joncrall:/media/raid/work/PZ_MUGU_18,,,,,0"
14249,890,IBEIS_PZ_0617,zebra_plains,Female,juveniles- two year old,1,ok,left,"NNP GZC Car '14WHITE', Person 'A'"
14226,1558,IBEIS_PZ_1285,zebra_plains,Female,infant,0,ok,left,"NNP GZC Car '14WHITE', Person 'A'"
14659,1629,IBEIS_PZ_1356,zebra_plains,UNKNOWN SEX,infant,0,poor,backleft,"NNP GZC Car '1PURPLE', Person 'B'"
14228,-14228,____,zebra_plains,UNKNOWN NAME,infant,0,poor,right,"NNP GZC Car '14WHITE', Person 'A'"
10133,500,IBEIS_PZ_0227,zebra_plains,Female,juveniles - one year old,1,ok,left,"PZ_MUGU_18,hyrule:joncrall:/media/raid/work/PZ_MUGU_18,,,,,0"
10134,520,IBEIS_PZ_0247,zebra_plains,Male,adult,0,junk,backleft,"PZ_MUGU_18,hyrule:joncrall:/media/raid/work/PZ_MUGU_18,,,,,0"
10135,316,IBEIS_PZ_0043,zebra_plains,Female,adult,1,good,left,"PZ_MUGU_18,hyrule:joncrall:/media/raid/work/PZ_MUGU_18,,,,,0"
10136,485,IBEIS_PZ_0212,zebra_plains,Male,infant,0,poor,left,"PZ_MUGU_18,hyrule:joncrall:/media/raid/work/PZ_MUGU_18,,,,,0"
10137,508,IBEIS_PZ_0235,zebra_plains,Female,infant,1,good,left,"PZ_MUGU_18,hyrule:joncrall:/media/raid/work/PZ_MUGU_18,,,,,0"
14234,2165,IBEIS_PZ_1892,zebra_plains,Female,adult,0,ok,left,"NNP GZC Car '14WHITE', Person 'A'"
14235,1846,IBEIS_PZ_1573,zebra_plains,Female,juveniles- two year old,0,junk,left,"NNP GZC Car '14WHITE', Person 'A'"
14236,1508,IBEIS_PZ_1235,zebra_plains,Female,juveniles- two year old,0,good,left,"NNP GZC Car '14WHITE', Person 'A'"
14237,-14237,____,zebra_plains,UNKNOWN NAME,infant,0,junk,left,"NNP GZC Car '14WHITE', Person 'A'"
14238,-14238,____,zebra_plains,UNKNOWN NAME,infant,0,poor,left,"NNP GZC Car '14WHITE', Person 'A'"
14239,-14239,____,zebra_plains,UNKNOWN NAME,infant,0,poor,left,"NNP GZC Car '14WHITE', Person 'A'"
14240,-14240,____,zebra_plains,UNKNOWN NAME,infant,0,poor,right,"NNP GZC Car '14WHITE', Person 'A'"
10145,480,IBEIS_PZ_0207,zebra_plains,Female,adult,0,poor,backleft,"PZ_MUGU_18,hyrule:joncrall:/media/raid/work/PZ_MUGU_18,,,,,0"
18338,-18338,____,zebra_plains,UNKNOWN NAME,infant,0,ok,right,"NNP GZC Car '2RED', Person 'A'"
10147,500,IBEIS_PZ_0227,zebra_plains,Female,juveniles - one year old,0,poor,left,"PZ_MUGU_18,hyrule:joncrall:/media/raid/work/PZ_MUGU_18,,,,,0"
10148,517,IBEIS_PZ_0244,zebra_plains,UNKNOWN SEX,juveniles - one year old,1,ok,left,"PZ_MUGU_18,hyrule:joncrall:/media/raid/work/PZ_MUGU_18,,,,,0"
10149,599,IBEIS_PZ_0326,zebra_plains,UNKNOWN SEX,infant,0,poor,left,"PZ_MUGU_18,hyrule:joncrall:/media/raid/work/PZ_MUGU_18,,,,,0"
10150,316,IBEIS_PZ_0043,zebra_plains,Female,adult,0,poor,left,"PZ_MUGU_18,hyrule:joncrall:/media/raid/work/PZ_MUGU_18,,,,,0"
9884,-9884,____,giraffe_masai,UNKNOWN NAME,infant,0,poor,left,"NNP GZC Car '3WHITE', Person 'A'"
14250,1799,IBEIS_PZ_1526,zebra_plains,Female,adult,0,ok,left,"NNP GZC Car '14WHITE', Person 'A'"
10158,278,IBEIS_PZ_0005,zebra_plains,Female,adult,1,good,left,"PZ_MUGU_18,hyrule:joncrall:/media/raid/work/PZ_MUGU_18,,,,,0"
10159,312,IBEIS_PZ_0039,zebra_plains,UNKNOWN SEX,infant,0,poor,left,"PZ_MUGU_18,hyrule:joncrall:/media/raid/work/PZ_MUGU_18,,,,,0"
10162,306,IBEIS_PZ_0033,zebra_plains,Female,adult,1,good,left,"PZ_MUGU_18,hyrule:joncrall:/media/raid/work/PZ_MUGU_18,,,,,0"
14259,680,IBEIS_PZ_0407,zebra_plains,Male,adult,0,ok,left,"NNP GZC Car '1PURPLE', Person 'A'"
14260,1550,IBEIS_PZ_1277,zebra_plains,Male,adult,0,poor,left,"NNP GZC Car '1PURPLE', Person 'B'"
10165,598,IBEIS_PZ_0325,zebra_plains,Male,adult,0,ok,right,"PZ_MUGU_18,hyrule:joncrall:/media/raid/work/PZ_MUGU_18,,,,,0"
10167,2094,IBEIS_PZ_1821,zebra_plains,Female,adult,0,poor,backleft,"PZ_MUGU_18,hyrule:joncrall:/media/raid/work/PZ_MUGU_18,,,,,0"
10168,497,IBEIS_PZ_0224,zebra_plains,Female,infant,0,poor,left,"PZ_MUGU_18,hyrule:joncrall:/media/raid/work/PZ_MUGU_18,,,,,0"
10169,461,IBEIS_PZ_0188,zebra_plains,UNKNOWN SEX,infant,0,ok,backleft,"PZ_MUGU_18,hyrule:joncrall:/media/raid/work/PZ_MUGU_18,,,,,0"
16714,1971,IBEIS_PZ_1698,zebra_plains,Male,juveniles - one year old,0,ok,left,"NNP GZC Car '1RED', Person 'B'"
14271,844,IBEIS_PZ_0571,zebra_plains,Male,adult,0,good,left,"NNP GZC Car '1PURPLE', Person 'A'"
10176,295,IBEIS_PZ_0022,zebra_plains,Male,adult,0,poor,left,"PZ_MUGU_18,hyrule:joncrall:/media/raid/work/PZ_MUGU_18,,,,,0"
10177,595,IBEIS_PZ_0322,zebra_plains,UNKNOWN SEX,adult,1,good,frontleft,"PZ_MUGU_18,hyrule:joncrall:/media/raid/work/PZ_MUGU_18,,,,,0"
10178,499,IBEIS_PZ_0226,zebra_plains,UNKNOWN SEX,infant,0,poor,backleft,"PZ_MUGU_18,hyrule:joncrall:/media/raid/work/PZ_MUGU_18,,,,,0"
12619,1149,IBEIS_PZ_0876,zebra_plains,Female,adult,0,poor,backleft,"NNP GZC Car '1WHITE', Person 'C'"
10183,276,IBEIS_PZ_0003,zebra_plains,Female,adult,1,ok,left,"PZ_MUGU_18,hyrule:joncrall:/media/raid/work/PZ_MUGU_18,,,,,0"
14282,1495,IBEIS_PZ_1222,zebra_plains,Female,infant,0,ok,left,"NNP GZC Car '1PURPLE', Person 'B'"
14283,1499,IBEIS_PZ_1226,zebra_plains,Female,adult,0,ok,left,"NNP GZC Car '1PURPLE', Person 'B'"
14284,865,IBEIS_PZ_0592,zebra_plains,Female,adult,0,good,left,"NNP GZC Car '1PURPLE', Person 'B'"
18382,-18382,____,zebra_plains,UNKNOWN NAME,infant,0,junk,left,"NNP GZC Car '2RED', Person 'C'"
18383,-18383,____,zebra_plains,UNKNOWN NAME,infant,0,poor,left,"NNP GZC Car '2RED', Person 'C'"
18384,-18384,____,zebra_plains,UNKNOWN NAME,infant,0,junk,left,"NNP GZC Car '2RED', Person 'C'"
13304,953,IBEIS_PZ_0680,zebra_plains,Male,juveniles - one year old,0,good,frontleft,"NNP GZC Car '12WHITE', Person 'A'"
14294,1702,IBEIS_PZ_1429,zebra_plains,Female,adult,0,ok,left,"NNP GZC Car '1PURPLE', Person 'B'"
13305,-13305,____,zebra_plains,UNKNOWN NAME,infant,0,good,right,"NNP GZC Car '12WHITE', Person 'A'"
10209,726,IBEIS_PZ_0453,zebra_plains,Male,adult,1,good,left,"PZ_MUGU_18,hyrule:joncrall:/media/raid/work/PZ_MUGU_18,,,,,0"
10210,594,IBEIS_PZ_0321,zebra_plains,UNKNOWN SEX,infant,0,poor,backleft,"PZ_MUGU_18,hyrule:joncrall:/media/raid/work/PZ_MUGU_18,,,,,0"
14310,1567,IBEIS_PZ_1294,zebra_plains,Male,juveniles- two year old,0,good,left,"NNP GZC Car '1PURPLE', Person 'D'"
18480,-18480,____,zebra_plains,UNKNOWN NAME,infant,0,poor,left,"NNP GZC Car '2RED', Person 'D'"
18410,1877,IBEIS_PZ_1604,zebra_plains,Female,juveniles- two year old,1,good,left,"NNP GZC Car '2RED', Person 'A'"
18411,-18411,____,zebra_plains,UNKNOWN NAME,infant,0,ok,backleft,"NNP GZC Car '2RED', Person 'A'"
18412,-18412,____,zebra_plains,UNKNOWN NAME,infant,0,junk,left,"NNP GZC Car '2RED', Person 'A'"
14317,1674,IBEIS_PZ_1401,zebra_plains,UNKNOWN SEX,infant,0,poor,left,"NNP GZC Car '1PURPLE', Person 'D'"
14318,1540,IBEIS_PZ_1267,zebra_plains,Female,adult,0,good,left,"NNP GZC Car '1PURPLE', Person 'D'"
10223,310,IBEIS_PZ_0037,zebra_plains,Male,adult,0,poor,left,"PZ_MUGU_18,hyrule:joncrall:/media/raid/work/PZ_MUGU_18,,,,,0"
10224,317,IBEIS_PZ_0044,zebra_plains,Female,adult,1,ok,left,"PZ_MUGU_18,hyrule:joncrall:/media/raid/work/PZ_MUGU_18,,,,,0"
14322,1516,IBEIS_PZ_1243,zebra_plains,Male,adult,1,good,left,"NNP GZC Car '1PURPLE', Person 'D'"
14323,1489,IBEIS_PZ_1216,zebra_plains,Female,adult,0,good,left,"NNP GZC Car '1PURPLE', Person 'A'"
14324,1555,IBEIS_PZ_1282,zebra_plains,Male,adult,0,ok,left,"NNP GZC Car '1PURPLE', Person 'A'"
14325,696,IBEIS_PZ_0423,zebra_plains,Female,juveniles - one year old,0,good,left,"NNP GZC Car '1PURPLE', Person 'D'"
10238,502,IBEIS_PZ_0229,zebra_plains,Female,adult,0,poor,left,"PZ_MUGU_18,hyrule:joncrall:/media/raid/work/PZ_MUGU_18,,,,,0"
10239,287,IBEIS_PZ_0014,zebra_plains,UNKNOWN SEX,infant,0,ok,left,"PZ_MUGU_18,hyrule:joncrall:/media/raid/work/PZ_MUGU_18,,,,,0"
10240,283,IBEIS_PZ_0010,zebra_plains,Male,adult,0,ok,frontright,"PZ_MUGU_18,hyrule:joncrall:/media/raid/work/PZ_MUGU_18,,,,,0"
10241,458,IBEIS_PZ_0185,zebra_plains,Female,infant,0,ok,back,"PZ_MUGU_18,hyrule:joncrall:/media/raid/work/PZ_MUGU_18,,,,,0"
14338,1513,IBEIS_PZ_1240,zebra_plains,Male,adult,0,good,left,"NNP GZC Car '1PURPLE', Person 'B'"
14339,1516,IBEIS_PZ_1243,zebra_plains,Male,adult,0,good,left,"NNP GZC Car '1PURPLE', Person 'A'"
14341,860,IBEIS_PZ_0587,zebra_plains,Male,juveniles- two year old,0,good,left,"NNP GZC Car '1PURPLE', Person 'D'"
13996,1508,IBEIS_PZ_1235,zebra_plains,Female,juveniles- two year old,1,good,left,"NNP GZC Car '1PURPLE', Person 'D'"
10251,453,IBEIS_PZ_0180,zebra_plains,Female,adult,0,poor,right,"PZ_MUGU_18,hyrule:joncrall:/media/raid/work/PZ_MUGU_18,,,,,0"
10252,288,IBEIS_PZ_0015,zebra_plains,UNKNOWN SEX,infant,0,junk,left,"PZ_MUGU_18,hyrule:joncrall:/media/raid/work/PZ_MUGU_18,,,,,0"
10253,457,IBEIS_PZ_0184,zebra_plains,Male,juveniles- two year old,0,ok,left,"PZ_MUGU_18,hyrule:joncrall:/media/raid/work/PZ_MUGU_18,,,,,0"
10254,304,IBEIS_PZ_0031,zebra_plains,Female,adult,0,good,left,"PZ_MUGU_18,hyrule:joncrall:/media/raid/work/PZ_MUGU_18,,,,,0"
14351,1528,IBEIS_PZ_1255,zebra_plains,Female,adult,0,ok,left,"NNP GZC Car '1PURPLE', Person 'A'"
14352,1578,IBEIS_PZ_1305,zebra_plains,Female,adult,0,poor,front,"NNP GZC Car '1PURPLE', Person 'A'"
14353,1546,IBEIS_PZ_1273,zebra_plains,Male,adult,0,ok,left,"NNP GZC Car '1PURPLE', Person 'A'"
14354,1856,IBEIS_PZ_1583,zebra_plains,Female,adult,0,poor,left,"NNP GZC Car '1PURPLE', Person 'A'"
10274,302,IBEIS_PZ_0029,zebra_plains,UNKNOWN SEX,infant,1,ok,left,"PZ_MUGU_18,hyrule:joncrall:/media/raid/work/PZ_MUGU_18,,,,,0"
14371,839,IBEIS_PZ_0566,zebra_plains,Male,juveniles- two year old,0,ok,backleft,"NNP GZC Car '1PURPLE', Person 'A'"
14372,860,IBEIS_PZ_0587,zebra_plains,Male,juveniles- two year old,0,ok,left,"NNP GZC Car '1PURPLE', Person 'A'"
14373,1573,IBEIS_PZ_1300,zebra_plains,Male,adult,0,poor,back,"NNP GZC Car '1PURPLE', Person 'A'"
10279,455,IBEIS_PZ_0182,zebra_plains,Male,adult,0,poor,left,"PZ_MUGU_18,hyrule:joncrall:/media/raid/work/PZ_MUGU_18,,,,,0"
10280,299,IBEIS_PZ_0026,zebra_plains,Male,adult,1,good,left,"PZ_MUGU_18,hyrule:joncrall:/media/raid/work/PZ_MUGU_18,,,,,0"
10281,296,IBEIS_PZ_0023,zebra_plains,Female,adult,0,poor,left,"PZ_MUGU_18,hyrule:joncrall:/media/raid/work/PZ_MUGU_18,,,,,0"
18478,-18478,____,zebra_plains,UNKNOWN NAME,infant,0,poor,frontleft,"NNP GZC Car '2RED', Person 'C'"
18479,-18479,____,zebra_plains,UNKNOWN NAME,infant,0,poor,left,"NNP GZC Car '2RED', Person 'C'"
10288,455,IBEIS_PZ_0182,zebra_plains,Male,adult,1,good,left,"PZ_MUGU_18,hyrule:joncrall:/media/raid/work/PZ_MUGU_18,,,,,0"
10289,296,IBEIS_PZ_0023,zebra_plains,Female,adult,1,good,left,"PZ_MUGU_18,hyrule:joncrall:/media/raid/work/PZ_MUGU_18,,,,,0"
10290,299,IBEIS_PZ_0026,zebra_plains,Male,adult,0,poor,left,"PZ_MUGU_18,hyrule:joncrall:/media/raid/work/PZ_MUGU_18,,,,,0"
10295,284,IBEIS_PZ_0011,zebra_plains,UNKNOWN SEX,infant,0,poor,left,"PZ_MUGU_18,hyrule:joncrall:/media/raid/work/PZ_MUGU_18,,,,,0"
10296,477,IBEIS_PZ_0204,zebra_plains,Female,adult,0,ok,back,"PZ_MUGU_18,hyrule:joncrall:/media/raid/work/PZ_MUGU_18,,,,,0"
14395,1567,IBEIS_PZ_1294,zebra_plains,Male,juveniles- two year old,0,good,left,"NNP GZC Car '1PURPLE', Person 'D'"
14396,1561,IBEIS_PZ_1288,zebra_plains,Male,adult,1,excellent,left,"NNP GZC Car '1PURPLE', Person 'B'"
14398,741,IBEIS_PZ_0468,zebra_plains,Female,adult,0,ok,left,"NNP GZC Car '1PURPLE', Person 'D'"
14399,1532,IBEIS_PZ_1259,zebra_plains,Female,juveniles- two year old,0,good,backleft,"NNP GZC Car '1PURPLE', Person 'D'"
10304,522,IBEIS_PZ_0249,zebra_plains,UNKNOWN SEX,infant,0,junk,back,"PZ_MUGU_18,hyrule:joncrall:/media/raid/work/PZ_MUGU_18,,,,,0"
18497,-18497,____,zebra_plains,UNKNOWN NAME,infant,0,poor,backright,"NNP GZC Car '2RED', Person 'B'"
18498,-18498,____,zebra_plains,UNKNOWN NAME,infant,0,good,backright,"NNP GZC Car '2RED', Person 'B'"
18499,-18499,____,zebra_plains,UNKNOWN NAME,infant,0,junk,backright,"NNP GZC Car '2RED', Person 'B'"
10308,496,IBEIS_PZ_0223,zebra_plains,Female,adult,0,poor,left,"PZ_MUGU_18,hyrule:joncrall:/media/raid/work/PZ_MUGU_18,,,,,0"
10309,320,IBEIS_PZ_0047,zebra_plains,Male,adult,0,poor,left,"PZ_MUGU_18,hyrule:joncrall:/media/raid/work/PZ_MUGU_18,,,,,0"
10310,482,IBEIS_PZ_0209,zebra_plains,Female,infant,1,good,left,"PZ_MUGU_18,hyrule:joncrall:/media/raid/work/PZ_MUGU_18,,,,,0"
10311,292,IBEIS_PZ_0019,zebra_plains,UNKNOWN SEX,adult,0,poor,frontleft,"PZ_MUGU_18,hyrule:joncrall:/media/raid/work/PZ_MUGU_18,,,,,0"
10324,478,IBEIS_PZ_0205,zebra_plains,Male,adult,0,ok,left,"PZ_MUGU_18,hyrule:joncrall:/media/raid/work/PZ_MUGU_18,,,,,0"
14421,1526,IBEIS_PZ_1253,zebra_plains,Male,infant,0,good,left,"NNP GZC Car '1PURPLE', Person 'D'"
14423,668,IBEIS_PZ_0395,zebra_plains,Female,juveniles- two year old,0,poor,backleft,"NNP GZC Car '1PURPLE', Person 'B'"
10331,585,IBEIS_PZ_0312,zebra_plains,Female,adult,0,ok,frontleft,"PZ_MUGU_18,hyrule:joncrall:/media/raid/work/PZ_MUGU_18,,,,,0"
16058,-16058,____,zebra_plains,UNKNOWN NAME,infant,0,poor,backleft,"NNP GZC Car '13WHITE', Person 'B'"
10344,479,IBEIS_PZ_0206,zebra_plains,UNKNOWN SEX,infant,1,good,left,"PZ_MUGU_18,hyrule:joncrall:/media/raid/work/PZ_MUGU_18,,,,,0"
10347,1985,IBEIS_PZ_1712,zebra_plains,Female,adult,0,good,left,"PZ_MUGU_18,hyrule:joncrall:/media/raid/work/PZ_MUGU_18,,,,,0"
14444,622,IBEIS_PZ_0349,zebra_plains,Female,adult,1,excellent,left,"NNP GZC Car '1PURPLE', Person 'B'"
10350,580,IBEIS_PZ_0307,zebra_plains,UNKNOWN SEX,adult,1,ok,left,"PZ_MUGU_18,hyrule:joncrall:/media/raid/work/PZ_MUGU_18,,,,,0"
14451,2103,IBEIS_PZ_1830,zebra_plains,Female,adult,1,good,left,"NNP GZC Car '3RED', Person 'B'"
14453,-14453,____,zebra_plains,UNKNOWN NAME,infant,0,poor,left,"NNP GZC Car '3RED', Person 'A'"
14454,-14454,____,zebra_plains,UNKNOWN NAME,infant,0,junk,left,"NNP GZC Car '3RED', Person 'A'"
14463,-14463,____,zebra_plains,UNKNOWN NAME,infant,0,junk,left,"NNP GZC Car '3RED', Person 'B'"
10368,500,IBEIS_PZ_0227,zebra_plains,Female,juveniles - one year old,0,poor,backleft,"PZ_MUGU_18,hyrule:joncrall:/media/raid/work/PZ_MUGU_18,,,,,0"
10369,480,IBEIS_PZ_0207,zebra_plains,Female,adult,0,good,backleft,"PZ_MUGU_18,hyrule:joncrall:/media/raid/work/PZ_MUGU_18,,,,,0"
8907,113,NNP_GIRM_0087,giraffe_masai,Male,adult,1,ok,left,"GIRM_MUGU_20,hyrule:joncrall:/media/raid/work/GIRM_MUGU_20,,,,,0"
10376,485,IBEIS_PZ_0212,zebra_plains,Male,infant,0,junk,left,"PZ_MUGU_18,hyrule:joncrall:/media/raid/work/PZ_MUGU_18,,,,,0"
10377,492,IBEIS_PZ_0219,zebra_plains,Female,adult,0,poor,left,"PZ_MUGU_18,hyrule:joncrall:/media/raid/work/PZ_MUGU_18,,,,,0"
14474,2105,IBEIS_PZ_1832,zebra_plains,Female,juveniles - one year old,1,good,left,"NNP GZC Car '3RED', Person 'B'"
14477,2118,IBEIS_PZ_1845,zebra_plains,UNKNOWN SEX,infant,1,good,left,"NNP GZC Car '3RED', Person 'A'"
14478,2117,IBEIS_PZ_1844,zebra_plains,Male,adult,1,good,left,"NNP GZC Car '3RED', Person 'B'"
14479,2100,IBEIS_PZ_1827,zebra_plains,UNKNOWN SEX,adult,1,good,left,"NNP GZC Car '3RED', Person 'A'"
18576,-18576,____,zebra_plains,UNKNOWN NAME,infant,0,junk,left,"NNP GZC Car '2RED', Person 'B'"
18577,-18577,____,zebra_plains,UNKNOWN NAME,infant,0,poor,left,"NNP GZC Car '2RED', Person 'B'"
18578,-18578,____,zebra_plains,UNKNOWN NAME,infant,0,poor,left,"NNP GZC Car '2RED', Person 'B'"
18579,-18579,____,zebra_plains,UNKNOWN NAME,infant,0,poor,right,"NNP GZC Car '2RED', Person 'B'"
14702,1533,IBEIS_PZ_1260,zebra_plains,Female,adult,0,good,left,"NNP GZC Car '1PURPLE', Person 'B'"
14486,1958,IBEIS_PZ_1685,zebra_plains,Female,adult,0,good,left,"NNP GZC Car '3RED', Person 'A'"
14488,-14488,____,zebra_plains,UNKNOWN NAME,infant,0,poor,left,"NNP GZC Car '3RED', Person 'A'"
14489,2125,IBEIS_PZ_1852,zebra_plains,Female,adult,1,good,left,"NNP GZC Car '3RED', Person 'A'"
14490,-14490,____,zebra_plains,UNKNOWN NAME,infant,0,poor,left,"NNP GZC Car '3RED', Person 'B'"
14491,-14491,____,zebra_plains,UNKNOWN NAME,infant,0,good,right,"NNP GZC Car '3RED', Person 'B'"
14494,2122,IBEIS_PZ_1849,zebra_plains,UNKNOWN SEX,infant,1,good,frontleft,"NNP GZC Car '3RED', Person 'B'"
10399,503,IBEIS_PZ_0230,zebra_plains,Female,adult,0,poor,left,"PZ_MUGU_18,hyrule:joncrall:/media/raid/work/PZ_MUGU_18,,,,,0"
10404,462,IBEIS_PZ_0189,zebra_plains,UNKNOWN SEX,infant,0,ok,left,"PZ_MUGU_18,hyrule:joncrall:/media/raid/work/PZ_MUGU_18,,,,,0"
10405,301,IBEIS_PZ_0028,zebra_plains,Female,juveniles- two year old,1,good,left,"PZ_MUGU_18,hyrule:joncrall:/media/raid/work/PZ_MUGU_18,,,,,0"
14502,-14502,____,zebra_plains,UNKNOWN NAME,infant,0,junk,left,"NNP GZC Car '3RED', Person 'B'"
10409,726,IBEIS_PZ_0453,zebra_plains,Male,adult,0,ok,left,"PZ_MUGU_18,hyrule:joncrall:/media/raid/work/PZ_MUGU_18,,,,,0"
10410,726,IBEIS_PZ_0453,zebra_plains,Male,adult,0,ok,left,"PZ_MUGU_18,hyrule:joncrall:/media/raid/work/PZ_MUGU_18,,,,,0"
14509,1958,IBEIS_PZ_1685,zebra_plains,Female,adult,0,good,left,"NNP GZC Car '3RED', Person 'B'"
14963,1521,IBEIS_PZ_1248,zebra_plains,Male,adult,0,poor,left,"NNP GZC Car '1PURPLE', Person 'D'"
14511,298,IBEIS_PZ_0025,zebra_plains,Female,adult,0,good,left,"NNP GZC Car '3RED', Person 'B'"
18608,-18608,____,zebra_plains,UNKNOWN NAME,infant,0,ok,backleft,"NNP GZC Car '2RED', Person 'B'"
10417,473,IBEIS_PZ_0200,zebra_plains,Female,adult,0,poor,left,"PZ_MUGU_18,hyrule:joncrall:/media/raid/work/PZ_MUGU_18,,,,,0"
18611,-18611,____,zebra_plains,UNKNOWN NAME,infant,0,ok,backleft,"NNP GZC Car '2RED', Person 'C'"
10420,502,IBEIS_PZ_0229,zebra_plains,Female,adult,0,ok,left,"PZ_MUGU_18,hyrule:joncrall:/media/raid/work/PZ_MUGU_18,,,,,0"
18613,-18613,____,zebra_plains,UNKNOWN NAME,infant,0,poor,backleft,"NNP GZC Car '2RED', Person 'C'"
18614,893,IBEIS_PZ_0620,zebra_plains,Female,adult,0,good,left,"NNP GZC Car '2RED', Person 'C'"
14522,-14522,____,zebra_plains,UNKNOWN NAME,infant,0,junk,left,"NNP GZC Car '3RED', Person 'A'"
14523,-14523,____,zebra_plains,UNKNOWN NAME,infant,0,poor,left,"NNP GZC Car '3RED', Person 'A'"
14525,2114,IBEIS_PZ_1841,zebra_plains,Male,adult,1,good,left,"NNP GZC Car '3RED', Person 'B'"
14526,528,IBEIS_PZ_0255,zebra_plains,Male,adult,0,ok,left,"NNP GZC Car '3RED', Person 'B'"
14527,-14527,____,zebra_plains,UNKNOWN NAME,infant,0,poor,left,"NNP GZC Car '3RED', Person 'B'"
18624,1897,IBEIS_PZ_1624,zebra_plains,Female,adult,1,ok,left,"NNP GZC Car '2RED', Person 'A'"
18630,-18630,____,zebra_plains,UNKNOWN NAME,infant,0,ok,backleft,"NNP GZC Car '2RED', Person 'D'"
18631,1863,IBEIS_PZ_1590,zebra_plains,Female,adult,0,good,left,"NNP GZC Car '2RED', Person 'D'"
18632,1865,IBEIS_PZ_1592,zebra_plains,Female,juveniles - one year old,0,ok,left,"NNP GZC Car '2RED', Person 'D'"
18633,-18633,____,zebra_plains,UNKNOWN NAME,infant,0,poor,backleft,"NNP GZC Car '2RED', Person 'D'"
10442,305,IBEIS_PZ_0032,zebra_plains,UNKNOWN SEX,infant,0,ok,left,"PZ_MUGU_18,hyrule:joncrall:/media/raid/work/PZ_MUGU_18,,,,,0"
10443,463,IBEIS_PZ_0190,zebra_plains,UNKNOWN SEX,infant,0,poor,back,"PZ_MUGU_18,hyrule:joncrall:/media/raid/work/PZ_MUGU_18,,,,,0"
10444,304,IBEIS_PZ_0031,zebra_plains,Female,adult,1,good,left,"PZ_MUGU_18,hyrule:joncrall:/media/raid/work/PZ_MUGU_18,,,,,0"
18637,-18637,____,zebra_plains,UNKNOWN NAME,infant,0,ok,back,"NNP GZC Car '2RED', Person 'D'"
