GID,Shares,Not Shares,Total,Proportion,tags
1277,7,3,10,70.0,"['outdoor', 'animal', 'arthropod']"
1284,7,3,10,70.0,"['grass', 'outdoor', 'elephant', 'field', 'animal', 'mammal', 'rhinoceros', 'green', 'grassy', 'lush', 'adult', 'open']"
1286,7,3,10,70.0,"['outdoor', 'grass', 'tree', 'sky', 'animal', 'field', 'mammal', 'standing', 'grassy']"
1303,7,3,10,70.0,"['grass', 'zebra', 'outdoor', 'sky', 'field', 'mammal', 'herd', 'animal', 'group', 'grassy']"
1305,7,3,10,70.0,"['grass', 'zebra', 'outdoor', 'sky', 'field', 'animal', 'mammal', 'grassy', 'group']"
1309,7,3,10,70.0,"['zebra', 'grass', 'outdoor', 'sky', 'field', 'mammal', 'animal', 'standing', 'group', 'grassy']"
3474,7,3,10,70.0,"['grass', 'outdoor', 'field', 'animal', 'mammal', 'antelope', 'sky', 'standing', 'green', 'grassy', 'tall']"
585,14,6,20,70.0,"['grass', 'sky', 'outdoor', 'giraffe', 'animal', 'mammal', 'field', 'grassy']"
563,7,3,10,70.0,"['grass', 'outdoor', 'tree', 'zebra', 'animal', 'field', 'mammal', 'grassy']"
415,7,3,10,70.0,"['grass', 'outdoor', 'zebra', 'sky', 'animal', 'field', 'mammal', 'brown', 'dry', 'open', 'grassy']"
7576,7,3,10,70.0,"['zebra', 'grass', 'outdoor', 'sky', 'field', 'animal', 'mammal', 'open', 'plain', 'grassy']"
631,14,6,20,70.0,"['grass', 'outdoor', 'sky', 'zebra', 'field', 'animal', 'mammal', 'tall', 'standing', 'grassy', 'dry']"
6210,7,3,10,70.0,"['zebra', 'outdoor', 'grass', 'animal', 'mammal', 'standing']"
6202,7,3,10,70.0,"['outdoor', 'zebra', 'grass', 'animal', 'sky', 'mammal', 'standing', 'field']"
5012,7,3,10,70.0,"['zebra', 'outdoor', 'grass', 'tree', 'animal', 'mammal', 'field', 'standing']"
336,7,3,10,70.0,"['water', 'outdoor', 'edge']"
620,7,3,10,70.0,"['zebra', 'sky', 'outdoor', 'grass', 'mammal', 'animal', 'field', 'standing']"
6199,7,3,10,70.0,"['grass', 'outdoor', 'field', 'sky', 'zebra', 'animal', 'mammal', 'standing', 'grassy']"
634,7,3,10,70.0,"['grass', 'outdoor', 'sky', 'zebra', 'field', 'tall', 'animal', 'mammal', 'standing', 'dry', 'grassy', 'brown', 'open']"
6597,14,6,20,70.0,"['grass', 'outdoor', 'zebra', 'field', 'sky', 'animal', 'mammal', 'grassy']"
7502,7,3,10,70.0,"['grass', 'outdoor', 'sky', 'animal', 'field', 'mammal', 'brown', 'tall', 'grassy', 'standing', 'dry']"
438,7,3,10,70.0,"['outdoor', 'grass', 'sky', 'field']"
7473,7,3,10,70.0,"['zebra', 'ground', 'outdoor', 'animal', 'mammal', 'grass', 'dirt', 'field']"
3380,7,3,10,70.0,"['grass', 'zebra', 'outdoor', 'animal', 'tree', 'field', 'mammal', 'grazing', 'standing']"
3417,14,6,20,70.0,"['water', 'animal', 'outdoor', 'laying']"
4909,21,9,30,70.0,"['grass', 'outdoor', 'sky', 'field', 'herd', 'animal', 'group', 'mammal', 'grassy', 'standing', 'wild']"
5181,7,3,10,70.0,"['grass', 'outdoor', 'animal', 'field', 'mammal', 'standing', 'mountain', 'zebra', 'tall']"
3348,14,6,20,70.0,"['zebra', 'grass', 'outdoor', 'tree', 'animal', 'mammal', 'field', 'standing', 'lone']"
483,7,3,10,70.0,"['outdoor', 'grass', 'tree', 'field', 'animal', 'mammal', 'standing', 'rhinoceros']"
3403,7,3,10,70.0,"['grass', 'outdoor', 'bird', 'animal', 'field', 'standing', 'aquatic bird', 'grassy', 'stork']"
406,7,3,10,70.0,"['grass', 'zebra', 'outdoor', 'animal', 'field', 'mammal', 'standing', 'grassy']"
6599,7,3,10,70.0,"['grass', 'zebra', 'outdoor', 'field', 'animal', 'sky', 'mammal', 'standing', 'grassy', 'open']"
532,7,3,10,70.0,"['tree', 'outdoor', 'grass', 'zebra', 'mammal', 'animal', 'field', 'standing']"
536,14,6,20,70.0,"['grass', 'zebra', 'outdoor', 'mammal', 'tree', 'animal', 'field', 'standing']"
3395,7,3,10,70.0,"['outdoor', 'ground', 'zebra', 'animal', 'mammal', 'grass']"
3401,7,3,10,70.0,"['zebra', 'outdoor', 'grass', 'animal', 'ground', 'mammal', 'field', 'standing']"
6134,7,3,10,70.0,"['grass', 'zebra', 'outdoor', 'animal', 'field', 'mammal', 'standing']"
4978,7,3,10,70.0,"['zebra', 'grass', 'outdoor', 'animal', 'mammal', 'field', 'herd', 'mountain', 'group', 'wild', 'tall']"
6475,7,3,10,70.0,"['grass', 'outdoor', 'zebra', 'animal', 'field', 'tree', 'mammal', 'standing', 'tall', 'grassy']"
6786,7,3,10,70.0,"['grass', 'outdoor', 'animal', 'giraffe', 'mammal', 'field', 'standing']"
752,7,3,10,70.0,"['grass', 'zebra', 'outdoor', 'field', 'animal', 'mammal', 'standing', 'grassy']"
3390,7,3,10,70.0,"['grass', 'zebra', 'outdoor', 'mammal', 'animal', 'field', 'standing', 'grassy']"
5276,7,3,10,70.0,"['tree', 'outdoor', 'ground', 'animal', 'mammal', 'monkey', 'primate', 'walking']"
5109,7,3,10,70.0,"['outdoor', 'grass', 'giraffe', 'animal', 'tree', 'mammal', 'field', 'standing', 'tall', 'grassy', 'open']"
4275,7,3,10,70.0,"['outdoor', 'zebra', 'sky', 'grass', 'ground', 'animal', 'mammal', 'field']"
758,7,3,10,70.0,"['zebra', 'grass', 'outdoor', 'field', 'animal', 'mammal', 'grazing', 'standing', 'grassy']"
537,7,3,10,70.0,"['zebra', 'outdoor', 'grass', 'animal', 'mammal', 'field', 'standing', 'baby', 'adult', 'mother']"
562,7,3,10,70.0,"['grass', 'outdoor', 'zebra', 'tree', 'animal', 'mammal', 'field', 'grazing', 'standing']"
671,7,3,10,70.0,"['grass', 'outdoor', 'animal', 'field', 'mammal', 'mountain', 'standing', 'grassy', 'tall']"
5503,7,3,10,70.0,"['grass', 'outdoor', 'zebra', 'sky', 'field', 'tree', 'mammal', 'animal', 'green', 'grassy', 'group']"
6466,7,3,10,70.0,"['outdoor', 'grass', 'tree', 'sky', 'giraffe', 'field', 'animal', 'mammal', 'grassy', 'herd', 'green']"
5674,14,6,20,70.0,"['grass', 'outdoor', 'zebra', 'sky', 'field', 'animal', 'mammal', 'standing', 'grazing', 'open', 'grassy']"
4574,7,3,10,70.0,"['grass', 'sky', 'zebra', 'outdoor', 'field', 'mammal', 'animal', 'group', 'herd', 'standing', 'grassy', 'open']"
6662,7,3,10,70.0,"['outdoor', 'grass', 'water', 'animal', 'zebra', 'mammal']"
3424,7,3,10,70.0,"['bird', 'animal', 'outdoor', 'water', 'aquatic bird', 'beach', 'standing', 'ground', 'sandpiper', 'shore', 'ocean', 'sand']"
4930,7,3,10,70.0,"['grass', 'outdoor', 'sky', 'zebra', 'field', 'mammal', 'animal', 'standing', 'dry', 'tall', 'grassy', 'open', 'plain']"
5492,7,3,10,70.0,"['outdoor', 'zebra', 'ground', 'grass', 'animal', 'mammal', 'field', 'dirt']"
3443,7,3,10,70.0,"['outdoor', 'grass', 'sky', 'tree', 'giraffe', 'animal', 'field', 'mammal', 'standing', 'green', 'grassy']"
5760,7,3,10,70.0,"['tree', 'grass', 'outdoor', 'animal', 'field', 'standing', 'mammal']"
3445,7,3,10,70.0,"['outdoor', 'grass', 'tree', 'sky', 'animal', 'field', 'mammal', 'standing', 'grassy', 'green', 'tall']"
5513,7,3,10,70.0,"['tree', 'outdoor', 'grass', 'zebra', 'animal', 'mammal', 'field', 'standing', 'green']"
3454,7,3,10,70.0,"['grass', 'outdoor', 'field', 'animal', 'grazing', 'standing', 'mammal', 'grassy', 'zebra', 'open']"
7354,7,3,10,70.0,"['zebra', 'grass', 'outdoor', 'animal', 'mammal', 'field']"
5572,7,3,10,70.0,"['outdoor', 'sky', 'giraffe', 'grass', 'field', 'mammal', 'animal', 'standing', 'grassy', 'open', 'green', 'llama']"
3329,7,3,10,70.0,"['grass', 'zebra', 'outdoor', 'field', 'animal', 'mammal', 'standing', 'grassy', 'open']"
4845,7,3,10,70.0,"['zebra', 'outdoor', 'grass', 'sky', 'animal', 'mammal', 'field', 'group']"
4673,7,3,10,70.0,"['grass', 'outdoor', 'sky', 'field', 'animal', 'herd', 'mammal', 'group', 'grassy']"
5671,7,3,10,70.0,"['grass', 'zebra', 'outdoor', 'sky', 'animal', 'field', 'mammal', 'standing']"
5755,7,3,10,70.0,"['zebra', 'outdoor', 'animal', 'sky', 'mammal', 'grass', 'field', 'standing']"
5687,7,3,10,70.0,"['grass', 'outdoor', 'animal', 'mammal', 'bovine', 'standing']"
5678,7,3,10,70.0,"['grass', 'zebra', 'outdoor', 'sky', 'field', 'animal', 'mammal', 'standing', 'group']"
7265,7,3,10,70.0,"['grass', 'outdoor', 'sky', 'field', 'animal', 'mammal', 'herd', 'rhinoceros', 'group', 'tall']"
4839,7,3,10,70.0,"['grass', 'outdoor', 'zebra', 'sky', 'field', 'mammal', 'animal', 'herd', 'group']"
529,7,3,10,70.0,"['tree', 'zebra', 'outdoor', 'mammal', 'grass', 'animal', 'standing', 'group']"
675,7,3,10,70.0,"['grass', 'outdoor', 'animal', 'mammal', 'field', 'antelope', 'brown', 'standing', 'grassy', 'tall']"
708,7,3,10,70.0,"['grass', 'zebra', 'outdoor', 'animal', 'sky', 'field', 'mammal', 'standing', 'grassy']"
5679,7,3,10,70.0,"['grass', 'outdoor', 'sky', 'zebra', 'animal', 'field', 'standing', 'mammal']"
364,7,3,10,70.0,"['grass', 'zebra', 'outdoor', 'field', 'animal', 'mammal', 'standing', 'grassy']"
3903,7,3,10,70.0,"['grass', 'outdoor', 'animal', 'field', 'ostrich', 'open', 'bird', 'grassy', 'dry']"
5390,7,3,10,70.0,"['outdoor', 'tree', 'giraffe', 'sky', 'animal', 'grass', 'standing', 'mammal', 'field']"
578,7,3,10,70.0,"['grass', 'outdoor', 'animal', 'field', 'mammal', 'zebra', 'standing']"
4816,7,3,10,70.0,"['giraffe', 'outdoor', 'grass', 'sky', 'field', 'standing', 'tall', 'mammal']"
571,7,3,10,70.0,"['grass', 'zebra', 'outdoor', 'animal', 'sky', 'field', 'mammal', 'standing']"
5719,7,3,10,70.0,"['grass', 'outdoor']"
5737,21,9,30,70.0,"['outdoor', 'grass', 'animal', 'mammal', 'field']"
703,7,3,10,70.0,"['zebra', 'grass', 'outdoor', 'sky', 'animal', 'field', 'mammal', 'standing', 'group']"
1338,13,6,19,68.42105263157895,"['tree', 'outdoor', 'grass']"
1968,13,6,19,68.42105263157895,"['zebra', 'grass', 'outdoor', 'ground', 'animal', 'mammal', 'field', 'standing', 'group', 'dirt']"
8327,27,13,40,67.5,"['sky', 'outdoor', 'giraffe', 'grass', 'animal', 'mammal', 'field', 'standing', 'grassy']"
1623,6,3,9,66.66666666666667,"['zebra', 'grass', 'outdoor', 'mammal', 'animal', 'field', 'standing', 'open']"
8316,20,10,30,66.66666666666667,"['grass', 'outdoor', 'giraffe', 'tree', 'animal', 'mammal', 'field', 'tall', 'standing']"
7849,6,3,9,66.66666666666667,"['zebra', 'grass', 'outdoor', 'sky', 'field', 'animal', 'tree', 'mammal', 'standing', 'group', 'grassy', 'tall']"
8924,6,3,9,66.66666666666667,"['grass', 'zebra', 'outdoor', 'sky', 'field', 'animal', 'mammal', 'standing', 'tall', 'group', 'grassy']"
8502,6,3,9,66.66666666666667,"['grass', 'outdoor', 'zebra', 'animal', 'field', 'mammal', 'dry', 'standing']"
498,6,3,9,66.66666666666667,"['tree', 'giraffe', 'outdoor', 'grass', 'sky', 'animal', 'field', 'green', 'standing', 'mammal', 'grassy']"
1789,6,3,9,66.66666666666667,"['grass', 'zebra', 'outdoor', 'animal', 'field', 'mammal', 'dry', 'standing', 'open', 'grassy']"
1771,6,3,9,66.66666666666667,"['grass', 'outdoor', 'zebra', 'animal', 'field', 'mammal', 'standing', 'dry']"
1538,6,3,9,66.66666666666667,"['zebra', 'grass', 'outdoor', 'mammal', 'animal', 'standing', 'field', 'mountain', 'group']"
8143,6,3,9,66.66666666666667,"['grass', 'zebra', 'outdoor', 'animal', 'field', 'mammal', 'herd', 'group']"
5664,6,3,9,66.66666666666667,"['grass', 'zebra', 'outdoor', 'field', 'animal', 'mammal', 'standing', 'dry', 'open']"
1311,6,3,9,66.66666666666667,"['zebra', 'outdoor', 'grass', 'tree', 'animal', 'sky', 'mammal', 'field', 'grazing', 'standing']"
8930,6,3,9,66.66666666666667,"['zebra', 'grass', 'outdoor', 'sky', 'field', 'animal', 'mammal', 'standing', 'tall', 'grassy', 'group']"
1884,6,3,9,66.66666666666667,"['grass', 'outdoor', 'zebra', 'sky', 'field', 'animal', 'herd', 'mammal', 'grassy', 'group']"
8331,20,10,30,66.66666666666667,"['grass', 'outdoor', 'animal', 'mammal', 'giraffe', 'field', 'tall', 'standing', 'grassy']"
8061,6,3,9,66.66666666666667,"['zebra', 'grass', 'outdoor', 'sky', 'animal', 'mammal', 'standing', 'group']"
8342,33,17,50,66.0,"['grass', 'outdoor', 'sky', 'animal', 'mammal', 'ground', 'field', 'giraffe', 'walking', 'dirt']"
5753,13,7,20,65.0,"['ground', 'outdoor', 'zebra', 'animal', 'mammal', 'dirt', 'desert']"
3355,13,7,20,65.0,"['grass', 'zebra', 'outdoor', 'field', 'animal', 'mammal', 'standing', 'grassy']"
505,13,7,20,65.0,"['grass', 'outdoor', 'field', 'building', 'brick']"
369,13,7,20,65.0,"['zebra', 'grass', 'outdoor', 'tree', 'animal', 'mammal', 'field', 'standing']"
5220,13,7,20,65.0,"['outdoor', 'grass', 'zebra', 'animal', 'mammal', 'tree', 'field', 'standing', 'tall', 'grassy']"
7770,13,7,20,65.0,"['zebra', 'grass', 'outdoor', 'animal', 'sky', 'field', 'standing', 'mammal']"
5552,13,7,20,65.0,"['outdoor', 'giraffe', 'sky', 'grass', 'animal', 'mammal', 'field', 'standing', 'grassy']"
479,13,7,20,65.0,"['grass', 'outdoor', 'zebra', 'animal', 'sky', 'field', 'mammal', 'tree', 'standing', 'grassy', 'open']"
7745,13,7,20,65.0,"['grass', 'outdoor', 'standing', 'animal', 'field', 'mammal', 'group']"
405,13,7,20,65.0,"['zebra', 'outdoor', 'grass', 'animal', 'mammal', 'field', 'standing', 'green']"
5668,13,7,20,65.0,"['zebra', 'grass', 'outdoor', 'animal', 'mammal', 'field', 'standing', 'dry']"
5208,13,7,20,65.0,"['zebra', 'tree', 'outdoor', 'animal', 'mammal', 'grass', 'standing']"
282,13,7,20,65.0,"['grass', 'zebra', 'outdoor', 'animal', 'field', 'mammal', 'grazing', 'standing', 'grassy']"
4905,13,7,20,65.0,"['grass', 'zebra', 'outdoor', 'field', 'animal', 'mammal', 'standing', 'dry', 'group']"
5003,13,7,20,65.0,"['zebra', 'outdoor', 'sky', 'ground', 'animal', 'field', 'mammal', 'dirt', 'group']"
5021,19,11,30,63.333333333333336,"['grass', 'giraffe', 'outdoor', 'animal', 'sky', 'tree', 'mammal', 'field', 'standing']"
7777,12,7,19,63.1578947368421,"['grass', 'zebra', 'outdoor', 'mammal', 'animal', 'field', 'standing', 'dry', 'open']"
8332,25,15,40,62.5,"['grass', 'outdoor', 'giraffe', 'mammal', 'animal', 'field', 'standing', 'grassy', 'tall']"
3444,6,4,10,60.0,"['tree', 'outdoor', 'grass', 'animal']"
8161,6,4,10,60.0,"['grass', 'outdoor', 'zebra', 'field', 'sky', 'animal', 'mammal', 'grassy', 'open', 'plain']"
3148,6,4,10,60.0,"['grass', 'zebra', 'outdoor', 'animal', 'mammal', 'tree', 'field', 'standing']"
402,12,8,20,60.0,"['grass', 'zebra', 'outdoor', 'animal', 'field', 'mammal', 'standing']"
8170,6,4,10,60.0,"['zebra', 'outdoor', 'grass', 'mammal', 'animal', 'field', 'group', 'dry']"
2494,6,4,10,60.0,"['grass', 'zebra', 'outdoor', 'animal', 'mammal', 'field', 'standing', 'dry']"
6919,6,4,10,60.0,"['grass', 'outdoor', 'sky', 'giraffe', 'animal', 'field', 'mammal', 'standing', 'grassy', 'open']"
2876,6,4,10,60.0,"['zebra', 'tree', 'outdoor', 'grass', 'animal', 'mammal', 'standing']"
2458,12,8,20,60.0,"['zebra', 'grass', 'outdoor', 'animal', 'field', 'mammal', 'standing', 'group']"
2888,6,4,10,60.0,"['grass', 'outdoor', 'zebra', 'sky', 'field', 'mammal', 'tall', 'animal', 'standing', 'group', 'grassy']"
3472,6,4,10,60.0,"['grass', 'animal', 'outdoor', 'mammal', 'field', 'antelope']"
785,6,4,10,60.0,"['grass', 'outdoor', 'field', 'sky', 'animal', 'mammal', 'zebra', 'standing', 'grassy', 'open', 'tall']"
7864,6,4,10,60.0,"['zebra', 'grass', 'outdoor', 'tree', 'mammal', 'animal', 'field', 'grazing', 'standing', 'group']"
3130,6,4,10,60.0,"['zebra', 'grass', 'outdoor', 'ground', 'animal', 'tree', 'mammal', 'herd', 'group', 'dirt']"
79,6,4,10,60.0,"['grass', 'outdoor', 'zebra', 'sky', 'animal', 'field', 'mammal', 'standing', 'dry']"
7279,6,4,10,60.0,"['giraffe', 'grass', 'outdoor', 'sky', 'animal', 'field', 'mammal', 'green', 'standing']"
6675,6,4,10,60.0,"['grass', 'outdoor', 'animal', 'field', 'bird']"
3145,6,4,10,60.0,"['zebra', 'grass', 'tree', 'outdoor', 'grazing', 'animal', 'field', 'mammal', 'eating', 'standing', 'green']"
6431,6,4,10,60.0,"['grass', 'zebra', 'outdoor', 'animal', 'field', 'mammal', 'standing', 'grassy']"
3938,6,4,10,60.0,"['grass', 'outdoor', 'zebra', 'sky', 'animal', 'field', 'mammal', 'standing', 'dry', 'open', 'tall', 'group', 'grassy']"
1260,6,4,10,60.0,"['giraffe', 'outdoor', 'grass', 'animal', 'tree', 'mammal', 'field']"
3327,12,8,20,60.0,"['grass', 'zebra', 'outdoor', 'field', 'animal', 'grazing', 'mammal', 'eating', 'standing', 'grassy', 'green']"
1917,6,4,10,60.0,"['grass', 'zebra', 'outdoor', 'animal', 'mammal', 'field', 'sky', 'standing', 'group', 'dry', 'tall', 'grassy']"
3197,6,4,10,60.0,"['zebra', 'grass', 'outdoor', 'animal', 'mammal', 'standing', 'field']"
6958,6,4,10,60.0,"['giraffe', 'tree', 'outdoor', 'sky', 'grass', 'standing', 'field', 'animal', 'tall', 'mammal']"
8023,6,4,10,60.0,"['zebra', 'grass', 'outdoor', 'sky', 'field', 'animal', 'mammal', 'standing', 'group', 'herd']"
806,6,4,10,60.0,"['grass', 'outdoor', 'sky', 'field', 'tall', 'standing', 'herd', 'group']"
8064,6,4,10,60.0,"['zebra', 'grass', 'outdoor', 'field', 'sky', 'animal', 'mammal', 'herd', 'group', 'open', 'grassy', 'dry']"
2742,6,4,10,60.0,"['zebra', 'outdoor', 'grass', 'sky', 'tree', 'animal', 'mammal', 'field', 'standing']"
2727,6,4,10,60.0,"['grass', 'zebra', 'outdoor', 'field', 'animal', 'herd', 'mammal', 'standing', 'grassy', 'group', 'wild', 'open']"
387,6,4,10,60.0,"['grass', 'outdoor', 'zebra', 'field', 'animal', 'mammal', 'standing', 'grassy', 'open']"
8119,6,4,10,60.0,"['zebra', 'grass', 'outdoor', 'animal', 'mammal', 'field', 'plain', 'group']"
2700,6,4,10,60.0,"['zebra', 'grass', 'outdoor', 'animal', 'mammal', 'field', 'standing', 'dry', 'grassy']"
391,6,4,10,60.0,"['grass', 'outdoor', 'field', 'animal', 'mammal', 'standing', 'zebra', 'grassy']"
6729,6,4,10,60.0,"['grass', 'zebra', 'outdoor', 'sky', 'animal', 'field', 'mammal']"
3097,6,4,10,60.0,"['zebra', 'grass', 'outdoor', 'field', 'animal', 'mammal', 'standing', 'group']"
7277,6,4,10,60.0,"['grass', 'outdoor', 'giraffe', 'sky', 'field', 'animal', 'standing', 'green', 'mammal', 'tall', 'grassy']"
3094,6,4,10,60.0,"['grass', 'outdoor', 'zebra', 'field', 'animal', 'mammal', 'grazing', 'open']"
792,6,4,10,60.0,"['grass', 'outdoor', 'field', 'zebra', 'animal', 'mammal', 'open', 'standing', 'grassy', 'dry', 'tall']"
2177,6,4,10,60.0,"['grass', 'zebra', 'outdoor', 'animal', 'field', 'mammal', 'standing', 'grassy']"
8230,6,4,10,60.0,"['grass', 'outdoor', 'animal', 'field', 'mammal', 'standing', 'zebra', 'grassy', 'open', 'tall']"
2241,6,4,10,60.0,"['zebra', 'grass', 'outdoor', 'animal', 'mammal', 'standing', 'field']"
8247,6,4,10,60.0,"['grass', 'outdoor', 'zebra', 'animal', 'field', 'mammal', 'tree', 'standing', 'dry', 'tall', 'group', 'grassy']"
828,6,4,10,60.0,"['grass', 'zebra', 'outdoor', 'mammal', 'animal', 'sky', 'field', 'group']"
2308,6,4,10,60.0,"['grass', 'outdoor', 'zebra', 'field', 'animal', 'mammal', 'standing', 'grassy']"
2318,6,4,10,60.0,"['grass', 'zebra', 'outdoor', 'animal', 'field', 'standing', 'mammal', 'dry', 'grassy']"
3161,6,4,10,60.0,"['grass', 'zebra', 'outdoor', 'tree', 'mammal', 'animal', 'field', 'standing']"
23,6,4,10,60.0,"['grass', 'outdoor', 'giraffe', 'animal', 'field', 'mammal', 'grassy', 'open', 'tall']"
6587,6,4,10,60.0,"['grass', 'outdoor', 'animal', 'bird', 'field', 'aquatic bird', 'standing', 'tall', 'heron']"
2285,6,4,10,60.0,"['zebra', 'grass', 'outdoor', 'sky', 'field', 'animal', 'herd', 'mammal', 'group', 'grassy', 'wild']"
2278,6,4,10,60.0,"['zebra', 'grass', 'outdoor', 'sky', 'field', 'animal', 'mammal', 'herd', 'group', 'dry', 'plain', 'grassy']"
412,6,4,10,60.0,"['zebra', 'outdoor', 'grass', 'animal', 'mammal', 'sky', 'field', 'standing', 'dry']"
3438,12,8,20,60.0,"['grass', 'outdoor', 'animal', 'giraffe', 'mammal', 'sky', 'field', 'standing', 'green', 'grassy']"
819,6,4,10,60.0,"['zebra', 'outdoor', 'grass', 'mammal', 'animal', 'ground', 'mountain', 'field', 'standing', 'dirt']"
820,6,4,10,60.0,"['zebra', 'grass', 'outdoor', 'mammal', 'animal', 'road', 'mountain', 'standing']"
8213,6,4,10,60.0,"['grass', 'animal', 'outdoor', 'mammal', 'zebra']"
8212,6,4,10,60.0,"['grass', 'outdoor', 'zebra', 'field', 'animal', 'mammal', 'standing', 'grassy', 'dry', 'tall']"
314,6,4,10,60.0,"['tree', 'outdoor', 'grass', 'giraffe', 'animal', 'mammal', 'field', 'standing', 'big cat', 'grassy']"
3084,12,8,20,60.0,"['grass', 'giraffe', 'outdoor', 'tree', 'field', 'animal', 'mammal', 'grassy']"
3082,6,4,10,60.0,"['grass', 'giraffe', 'outdoor', 'tree', 'field', 'animal', 'mammal', 'grassy']"
3076,12,8,20,60.0,"['grass', 'animal', 'outdoor', 'tree', 'mammal', 'field', 'group', 'standing']"
710,12,8,20,60.0,"['zebra', 'grass', 'outdoor', 'animal', 'sky', 'mammal', 'field', 'standing']"
3038,6,4,10,60.0,"['zebra', 'outdoor', 'grass', 'mammal', 'animal', 'sky', 'field', 'tree', 'standing', 'group', 'tall']"
7953,6,4,10,60.0,"['zebra', 'grass', 'outdoor', 'animal', 'mammal', 'field', 'tree', 'standing', 'grassy', 'wild']"
2934,6,4,10,60.0,"['zebra', 'grass', 'outdoor', 'animal', 'field', 'mammal', 'ground', 'standing', 'grassy', 'dry', 'dirt']"
2324,6,4,10,60.0,"['grass', 'outdoor', 'zebra', 'animal', 'field', 'mammal', 'standing', 'dry', 'grassy', 'open']"
7817,6,4,10,60.0,"['grass', 'outdoor', 'sky', 'zebra', 'tree', 'field', 'herd', 'animal', 'mammal', 'group', 'grassy']"
3441,6,4,10,60.0,"['grass', 'outdoor', 'giraffe', 'sky', 'field', 'animal', 'mammal', 'standing', 'grassy', 'green', 'open']"
1261,6,4,10,60.0,"['tree', 'giraffe', 'outdoor', 'grass', 'animal', 'mammal', 'field', 'standing']"
2368,6,4,10,60.0,"['grass', 'outdoor', 'zebra', 'animal', 'sky', 'field', 'mammal', 'standing', 'grassy', 'open']"
6536,6,4,10,60.0,"['zebra', 'grass', 'outdoor', 'sky', 'animal', 'mammal', 'road', 'herd', 'dirt']"
2351,6,4,10,60.0,"['grass', 'zebra', 'outdoor', 'animal', 'field', 'mammal', 'herd', 'group']"
4519,6,4,10,60.0,"['grass', 'outdoor', 'sky', 'field', 'animal', 'mammal', 'standing', 'open', 'grassy']"
3364,6,4,10,60.0,"['grass', 'outdoor', 'zebra', 'animal', 'mammal', 'tree', 'field', 'standing', 'grassy', 'green']"
4931,12,8,20,60.0,"['grass', 'outdoor', 'sky', 'zebra', 'field', 'animal', 'mammal', 'standing', 'grassy', 'open', 'dry', 'tall', 'plain']"
588,6,4,10,60.0,"['zebra', 'outdoor', 'tree', 'grass', 'mammal', 'animal', 'sky', 'field', 'dirt']"
589,12,8,20,60.0,"['outdoor', 'tree', 'zebra', 'animal', 'ground', 'mammal', 'sky', 'grass', 'standing', 'dirt', 'walking']"
5740,6,4,10,60.0,"['outdoor', 'grass', 'sky', 'animal', 'tree', 'mammal', 'field']"
573,6,4,10,60.0,"['zebra', 'grass', 'outdoor', 'animal', 'tree', 'field', 'mammal', 'standing']"
5724,6,4,10,60.0,"['grass', 'outdoor', 'animal', 'field', 'mammal', 'dry', 'grassy']"
1834,6,4,10,60.0,"['grass', 'outdoor', 'zebra', 'animal', 'mammal', 'field', 'standing', 'dry', 'group', 'grassy', 'wild']"
8405,6,4,10,60.0,"['grass', 'zebra', 'outdoor', 'animal', 'mammal', 'field', 'standing', 'dry', 'brown']"
1996,6,4,10,60.0,"['grass', 'zebra', 'outdoor', 'animal', 'mammal', 'field', 'standing', 'dry', 'grassy', 'group']"
1279,6,4,10,60.0,"['tree', 'outdoor', 'grass', 'animal', 'mammal']"
7744,12,8,20,60.0,"['grass', 'outdoor', 'sky', 'standing', 'field', 'animal', 'mammal', 'dry', 'tall', 'grassy']"
8623,6,4,10,60.0,"['grass', 'outdoor', 'zebra', 'mammal', 'animal', 'field', 'standing', 'tall', 'dry', 'grassy']"
538,6,4,10,60.0,"['zebra', 'grass', 'outdoor', 'mammal', 'tree', 'animal', 'field', 'standing', 'group']"
8942,6,4,10,60.0,"['grass', 'outdoor', 'zebra', 'animal', 'field', 'mammal', 'standing', 'dry', 'tall']"
3356,6,4,10,60.0,"['zebra', 'grass', 'outdoor', 'field', 'animal', 'mammal', 'sky', 'standing', 'green', 'grassy']"
5360,6,4,10,60.0,"['grass', 'outdoor', 'sky', 'field', 'mammal', 'grassy', 'group', 'open']"
5350,6,4,10,60.0,"['grass', 'outdoor', 'sky', 'field', 'group', 'grassy', 'standing', 'mammal', 'open']"
478,18,12,30,60.0,"['grass', 'outdoor', 'zebra', 'sky', 'animal', 'field', 'mammal', 'standing', 'grassy', 'open']"
3208,6,4,10,60.0,"['grass', 'zebra', 'outdoor', 'field', 'animal', 'mammal', 'standing']"
1164,6,4,10,60.0,"['zebra', 'grass', 'sky', 'outdoor', 'field', 'standing', 'mammal']"
784,6,4,10,60.0,"['grass', 'outdoor', 'zebra', 'sky', 'field', 'tree', 'animal', 'mammal', 'standing', 'open', 'tall']"
340,6,4,10,60.0,"['animal', 'reptile', 'outdoor', 'crocodilian reptile', 'ground']"
4803,6,4,10,60.0,"['zebra', 'grass', 'outdoor', 'animal', 'field', 'standing', 'mammal']"
4800,6,4,10,60.0,"['grass', 'zebra', 'outdoor', 'animal', 'mammal', 'field', 'group', 'grassy']"
849,6,4,10,60.0,"['outdoor', 'grass', 'zebra', 'sky', 'animal', 'field', 'mammal', 'standing', 'dry', 'open']"
