GID,Album,AGE,INDIVIDUAL_NAME,QUALITY,SEX,SPECIES,VIEW_POINT,tags,Shares,Not Shares,Total,Proportion,URL
6536,"photo_album_45,photo_album_45,photo_album_45","infant,juveniles- two year old,adult","IBEIS_PZ_1756,IBEIS_PZ_1586,IBEIS_PZ_1595","ok,good,ok","UNKNOWN SEX,Male,Female","zebra_plains,zebra_plains,zebra_plains","left,left,left","['zebra', 'grass', 'outdoor', 'sky', 'animal', 'mammal', 'road', 'herd', 'dirt']",6,4,10,60.0,"<img src = ""https://socialmediabias.blob.core.windows.net/wildlifephotos/All_Zebra_Count_Images/6536.jpeg"" width = ""350"">"
6958,"photo_album_34,photo_album_34","adult,infant","NNP_GIRM_0081,____","good,poor","Male,UNKNOWN NAME","giraffe_masai,giraffe_masai","frontleft,frontleft","['giraffe', 'tree', 'outdoor', 'sky', 'grass', 'standing', 'field', 'animal', 'tall', 'mammal', 'grassy', 'lush', 'wild']",6,4,10,60.0,"<img src = ""https://socialmediabias.blob.core.windows.net/wildlifephotos/All_Zebra_Count_Images/6958.jpeg"" width = ""350"">"
6919,photo_album_34,adult,NNP_GIRM_0004,good,Male,giraffe_masai,left,"['grass', 'outdoor', 'sky', 'giraffe', 'animal', 'field', 'mammal', 'standing', 'grassy', 'open', 'tall', 'plain', 'lush', 'day']",6,4,10,60.0,"<img src = ""https://socialmediabias.blob.core.windows.net/wildlifephotos/All_Zebra_Count_Images/6919.jpeg"" width = ""350"">"
1917,"photo_album_76,photo_album_76","juveniles - one year old,adult","IBEIS_PZ_1223,IBEIS_PZ_1280","ok,ok","Female,Female","zebra_plains,zebra_plains","left,left","['grass', 'zebra', 'outdoor', 'animal', 'mammal', 'field', 'sky', 'standing', 'group', 'dry', 'tall', 'grassy', 'open', 'wild']",6,4,10,60.0,"<img src = ""https://socialmediabias.blob.core.windows.net/wildlifephotos/All_Zebra_Count_Images/1917.jpeg"" width = ""350"">"
412,"photo_album_32,photo_album_32","infant,infant","____,____","good,poor","UNKNOWN NAME,UNKNOWN NAME","zebra_plains,zebra_plains","right,backleft","['zebra', 'outdoor', 'grass', 'animal', 'mammal', 'sky', 'field', 'standing', 'dry']",6,4,10,60.0,"<img src = ""https://socialmediabias.blob.core.windows.net/wildlifephotos/All_Zebra_Count_Images/412.jpeg"" width = ""350"">"
1834,photo_album_22,adult,IBEIS_PZ_1273,ok,Male,zebra_plains,left,"['grass', 'outdoor', 'zebra', 'animal', 'mammal', 'field', 'standing', 'dry', 'group', 'grassy', 'wild', 'open', 'plain']",6,4,10,60.0,"<img src = ""https://socialmediabias.blob.core.windows.net/wildlifephotos/All_Zebra_Count_Images/1834.jpeg"" width = ""350"">"
1926,photo_album_76,adult,IBEIS_PZ_1895,ok,Female,zebra_plains,left,"['grass', 'outdoor', 'zebra', 'animal', 'mammal', 'sky', 'field', 'standing', 'dry', 'open', 'grassy', 'plain']",6,4,10,60.0,"<img src = ""https://socialmediabias.blob.core.windows.net/wildlifephotos/All_Zebra_Count_Images/1926.jpeg"" width = ""350"">"
6729,"photo_album_66,photo_album_66","infant,infant","____,IBEIS_PZ_1731","ok,ok","UNKNOWN NAME,Female","zebra_plains,zebra_plains","backright,left","['grass', 'zebra', 'outdoor', 'sky', 'animal', 'field', 'mammal']",6,4,10,60.0,"<img src = ""https://socialmediabias.blob.core.windows.net/wildlifephotos/All_Zebra_Count_Images/6729.jpeg"" width = ""350"">"
1813,photo_album_22,infant,IBEIS_PZ_1355,poor,Female,zebra_plains,left,"['grass', 'zebra', 'outdoor', 'animal', 'mammal', 'field', 'standing', 'dry', 'group', 'grassy', 'wild']",6,4,10,60.0,"<img src = ""https://socialmediabias.blob.core.windows.net/wildlifephotos/All_Zebra_Count_Images/1813.jpeg"" width = ""350"">"
1260,"photo_album_40,photo_album_40,photo_album_40","infant,infant,infant","____,____,____","ok,poor,junk","UNKNOWN NAME,UNKNOWN NAME,UNKNOWN NAME","giraffe_masai,giraffe_masai,giraffe_masai","right,right,right","['giraffe', 'outdoor', 'grass', 'animal', 'tree', 'mammal', 'field']",6,4,10,60.0,"<img src = ""https://socialmediabias.blob.core.windows.net/wildlifephotos/All_Zebra_Count_Images/1260.jpeg"" width = ""350"">"
402,"photo_album_46,photo_album_82","infant,infant","____,____","good,good","UNKNOWN NAME,UNKNOWN NAME","zebra_plains,zebra_plains","right,right","['grass', 'zebra', 'outdoor', 'animal', 'field', 'mammal', 'standing', 'open', 'grassy', 'lush']",12,8,20,60.0,"<img src = ""https://socialmediabias.blob.core.windows.net/wildlifephotos/All_Zebra_Count_Images/402.jpeg"" width = ""350"">"
1970,"photo_album_22,photo_album_22,photo_album_22,photo_album_22","adult,infant,adult,adult","IBEIS_PZ_1712,IBEIS_PZ_1222,IBEIS_PZ_1226,IBEIS_PZ_0592","ok,good,ok,poor","Female,Female,Female,Female","zebra_plains,zebra_plains,zebra_plains,zebra_plains","left,left,left,left","['zebra', 'grass', 'outdoor', 'animal', 'mammal', 'field', 'group', 'wild']",6,4,10,60.0,"<img src = ""https://socialmediabias.blob.core.windows.net/wildlifephotos/All_Zebra_Count_Images/1970.jpeg"" width = ""350"">"
6431,photo_album_45,infant,____,ok,UNKNOWN NAME,zebra_plains,frontright,"['grass', 'zebra', 'outdoor', 'animal', 'field', 'mammal', 'standing', 'grassy']",6,4,10,60.0,"<img src = ""https://socialmediabias.blob.core.windows.net/wildlifephotos/All_Zebra_Count_Images/6431.jpeg"" width = ""350"">"
8247,"photo_album_43,photo_album_43","adult,juveniles- two year old","IBEIS_PZ_0195,IBEIS_PZ_0187","poor,junk","Female,UNKNOWN SEX","zebra_plains,zebra_plains","left,frontleft","['grass', 'outdoor', 'zebra', 'animal', 'field', 'mammal', 'tree', 'standing', 'dry', 'tall', 'group', 'grassy', 'wild']",6,4,10,60.0,"<img src = ""https://socialmediabias.blob.core.windows.net/wildlifephotos/All_Zebra_Count_Images/8247.jpeg"" width = ""350"">"
1255,"photo_album_40,photo_album_40,photo_album_40,photo_album_40,photo_album_40","infant,adult,adult,adult,adult","IBEIS_PZ_1102,IBEIS_PZ_0755,IBEIS_PZ_1113,IBEIS_PZ_1905,IBEIS_PZ_0928","good,ok,ok,ok,ok","Female,Female,Male,Male,Male","zebra_plains,zebra_plains,zebra_plains,zebra_plains,zebra_plains","left,backleft,left,left,left","['zebra', 'grass', 'outdoor', 'tree', 'mammal', 'animal', 'field', 'group', 'herd']",6,4,10,60.0,"<img src = ""https://socialmediabias.blob.core.windows.net/wildlifephotos/All_Zebra_Count_Images/1255.jpeg"" width = ""350"">"
1164,photo_album_74,juveniles - one year old,IBEIS_PZ_1855,ok,Male,zebra_plains,left,"['zebra', 'grass', 'sky', 'outdoor', 'field', 'standing', 'mammal', 'giraffe', 'day']",6,4,10,60.0,"<img src = ""https://socialmediabias.blob.core.windows.net/wildlifephotos/All_Zebra_Count_Images/1164.jpeg"" width = ""350"">"
573,"photo_album_36,photo_album_36,photo_album_36,photo_album_36","infant,infant,infant,infant","____,____,____,____","good,poor,poor,ok","UNKNOWN NAME,UNKNOWN NAME,UNKNOWN NAME,UNKNOWN NAME","zebra_plains,zebra_plains,zebra_plains,zebra_plains","backright,right,right,backleft","['zebra', 'grass', 'outdoor', 'animal', 'tree', 'field', 'mammal', 'standing', 'dirt']",6,4,10,60.0,"<img src = ""https://socialmediabias.blob.core.windows.net/wildlifephotos/All_Zebra_Count_Images/573.jpeg"" width = ""350"">"
391,photo_album_19,infant,IBEIS_PZ_1485,good,UNKNOWN SEX,zebra_plains,frontleft,"['grass', 'outdoor', 'field', 'animal', 'mammal', 'standing', 'zebra', 'grassy', 'lush', 'distance']",6,4,10,60.0,"<img src = ""https://socialmediabias.blob.core.windows.net/wildlifephotos/All_Zebra_Count_Images/391.jpeg"" width = ""350"">"
2494,photo_album_9,adult,IBEIS_PZ_1243,good,Male,zebra_plains,left,"['grass', 'zebra', 'outdoor', 'animal', 'mammal', 'field', 'standing', 'dry', 'open', 'grassy', 'lone']",6,4,10,60.0,"<img src = ""https://socialmediabias.blob.core.windows.net/wildlifephotos/All_Zebra_Count_Images/2494.jpeg"" width = ""350"">"
1512,photo_album_12,adult,IBEIS_PZ_0571,good,Male,zebra_plains,left,"['zebra', 'grass', 'outdoor', 'animal', 'mammal', 'field', 'standing', 'dry', 'grassy', 'dirt']",6,4,10,60.0,"<img src = ""https://socialmediabias.blob.core.windows.net/wildlifephotos/All_Zebra_Count_Images/1512.jpeg"" width = ""350"">"
2458,"photo_album_53,photo_album_96,photo_album_53,photo_album_96,photo_album_53,photo_album_96,photo_album_53,photo_album_96","infant,infant,adult,adult,adult,adult,adult,adult","IBEIS_PZ_1413,IBEIS_PZ_1413,IBEIS_PZ_1267,IBEIS_PZ_1267,IBEIS_PZ_1526,IBEIS_PZ_1526,IBEIS_PZ_1892,IBEIS_PZ_1892","good,good,good,good,ok,ok,poor,poor","Male,Male,Female,Female,Female,Female,Female,Female","zebra_plains,zebra_plains,zebra_plains,zebra_plains,zebra_plains,zebra_plains,zebra_plains,zebra_plains","left,left,left,left,left,left,left,left","['zebra', 'grass', 'outdoor', 'animal', 'field', 'mammal', 'standing', 'group', 'grassy', 'wild']",12,8,20,60.0,"<img src = ""https://socialmediabias.blob.core.windows.net/wildlifephotos/All_Zebra_Count_Images/2458.jpeg"" width = ""350"">"
5350,"photo_album_81,photo_album_81,photo_album_81,photo_album_81,photo_album_81","infant,infant,infant,infant,juveniles- two year old","____,____,____,____,IBEIS_PZ_0271","ok,ok,excellent,ok,ok","UNKNOWN NAME,UNKNOWN NAME,UNKNOWN NAME,UNKNOWN NAME,Female","zebra_plains,zebra_plains,zebra_plains,zebra_plains,zebra_plains","front,front,right,right,left","['grass', 'outdoor', 'sky', 'field', 'group', 'grassy', 'standing', 'mammal', 'open', 'wild', 'plain', 'dry', 'day']",6,4,10,60.0,"<img src = ""https://socialmediabias.blob.core.windows.net/wildlifephotos/All_Zebra_Count_Images/5350.jpeg"" width = ""350"">"
8323,"photo_album_11,photo_album_17,photo_album_42,photo_album_55","juveniles- two year old,juveniles- two year old,juveniles- two year old,juveniles- two year old","NNP_GIRM_0068,NNP_GIRM_0068,NNP_GIRM_0068,NNP_GIRM_0068","ok,ok,ok,ok","Male,Male,Male,Male","giraffe_masai,giraffe_masai,giraffe_masai,giraffe_masai","left,left,left,left","['giraffe', 'tree', 'outdoor', 'sky', 'grass', 'animal', 'mammal', 'field', 'standing', 'green', 'tall', 'lush']",24,16,40,60.0,"<img src = ""https://socialmediabias.blob.core.windows.net/wildlifephotos/All_Zebra_Count_Images/8323.jpeg"" width = ""350"">"
588,photo_album_20,infant,____,poor,UNKNOWN NAME,zebra_plains,left,"['zebra', 'outdoor', 'tree', 'grass', 'mammal', 'animal', 'sky', 'field', 'dirt', 'wild']",6,4,10,60.0,"<img src = ""https://socialmediabias.blob.core.windows.net/wildlifephotos/All_Zebra_Count_Images/588.jpeg"" width = ""350"">"
589,"photo_album_20,photo_album_59","adult,adult","IBEIS_PZ_1578,IBEIS_PZ_1578","ok,ok","Female,Female","zebra_plains,zebra_plains","left,left","['outdoor', 'tree', 'zebra', 'animal', 'ground', 'mammal', 'sky', 'grass', 'standing', 'dirt', 'walking', 'wild', 'lone', 'day']",12,8,20,60.0,"<img src = ""https://socialmediabias.blob.core.windows.net/wildlifephotos/All_Zebra_Count_Images/589.jpeg"" width = ""350"">"
8623,photo_album_78,adult,IBEIS_PZ_0205,ok,Male,zebra_plains,left,"['grass', 'outdoor', 'zebra', 'mammal', 'animal', 'field', 'standing', 'tall', 'dry', 'grassy', 'lone', 'lush']",6,4,10,60.0,"<img src = ""https://socialmediabias.blob.core.windows.net/wildlifephotos/All_Zebra_Count_Images/8623.jpeg"" width = ""350"">"
5320,"photo_album_65,photo_album_65,photo_album_65,photo_album_65","adult,infant,infant,infant","IBEIS_PZ_1447,IBEIS_PZ_1448,____,____","ok,ok,poor,poor","Male,Female,UNKNOWN NAME,UNKNOWN NAME","zebra_plains,zebra_plains,zebra_plains,zebra_plains","backleft,backleft,backright,frontleft","['grass', 'zebra', 'outdoor', 'sky', 'mammal', 'animal', 'field', 'standing', 'dry', 'group', 'open', 'plain', 'distance']",6,4,10,60.0,"<img src = ""https://socialmediabias.blob.core.windows.net/wildlifephotos/All_Zebra_Count_Images/5320.jpeg"" width = ""350"">"
580,"photo_album_59,photo_album_59","infant,infant","____,____","good,poor","UNKNOWN NAME,UNKNOWN NAME","zebra_plains,zebra_plains","right,right","['outdoor', 'grass', 'zebra', 'animal', 'mammal', 'field']",6,4,10,60.0,"<img src = ""https://socialmediabias.blob.core.windows.net/wildlifephotos/All_Zebra_Count_Images/580.jpeg"" width = ""350"">"
478,"photo_album_20,photo_album_59,photo_album_72","infant,infant,infant","____,____,____","poor,poor,poor","UNKNOWN NAME,UNKNOWN NAME,UNKNOWN NAME","zebra_plains,zebra_plains,zebra_plains","left,left,left","['grass', 'outdoor', 'zebra', 'sky', 'animal', 'field', 'mammal', 'standing', 'grassy', 'open', 'tall', 'dry', 'lone']",18,12,30,60.0,"<img src = ""https://socialmediabias.blob.core.windows.net/wildlifephotos/All_Zebra_Count_Images/478.jpeg"" width = ""350"">"
2368,photo_album_53,juveniles - one year old,IBEIS_PZ_1223,ok,Female,zebra_plains,left,"['grass', 'outdoor', 'zebra', 'animal', 'sky', 'field', 'mammal', 'standing', 'grassy', 'open', 'distance']",6,4,10,60.0,"<img src = ""https://socialmediabias.blob.core.windows.net/wildlifephotos/All_Zebra_Count_Images/2368.jpeg"" width = ""350"">"
5252,"photo_album_39,photo_album_39","adult,adult","IBEIS_PZ_1821,IBEIS_PZ_0528","good,ok","Female,Female","zebra_plains,zebra_plains","left,left","['zebra', 'grass', 'outdoor', 'animal', 'mammal', 'field', 'antelope', 'standing', 'walking', 'open', 'plain', 'dry', 'wild', 'dirt', 'distance']",6,4,10,60.0,"<img src = ""https://socialmediabias.blob.core.windows.net/wildlifephotos/All_Zebra_Count_Images/5252.jpeg"" width = ""350"">"
2700,"photo_album_21,photo_album_21","infant,infant","IBEIS_PZ_1673,____","good,junk","Female,UNKNOWN NAME","zebra_plains,zebra_plains","left,left","['zebra', 'grass', 'outdoor', 'animal', 'mammal', 'field', 'standing', 'dry', 'grassy', 'open', 'plain']",6,4,10,60.0,"<img src = ""https://socialmediabias.blob.core.windows.net/wildlifephotos/All_Zebra_Count_Images/2700.jpeg"" width = ""350"">"
7609,"photo_album_5,photo_album_5","infant,infant","____,____","ok,good","UNKNOWN NAME,UNKNOWN NAME","zebra_plains,zebra_plains","right,right","['grass', 'zebra', 'outdoor', 'animal', 'field', 'mammal', 'grassy', 'open']",6,4,10,60.0,"<img src = ""https://socialmediabias.blob.core.windows.net/wildlifephotos/All_Zebra_Count_Images/7609.jpeg"" width = ""350"">"
538,photo_album_10,adult,IBEIS_PZ_1564,ok,UNKNOWN SEX,zebra_plains,frontleft,"['zebra', 'grass', 'outdoor', 'mammal', 'tree', 'animal', 'field', 'standing', 'group', 'grassy', 'lush']",6,4,10,60.0,"<img src = ""https://socialmediabias.blob.core.windows.net/wildlifephotos/All_Zebra_Count_Images/538.jpeg"" width = ""350"">"
5360,"photo_album_81,photo_album_81","adult,infant","IBEIS_PZ_1461,IBEIS_PZ_1449","ok,ok","Female,UNKNOWN SEX","zebra_plains,zebra_plains","backleft,left","['grass', 'outdoor', 'sky', 'field', 'mammal', 'grassy', 'group', 'open', 'dry', 'plain', 'distance']",6,4,10,60.0,"<img src = ""https://socialmediabias.blob.core.windows.net/wildlifephotos/All_Zebra_Count_Images/5360.jpeg"" width = ""350"">"
8345,"photo_album_11,photo_album_17,photo_album_55,photo_album_67,photo_album_80,photo_album_11,photo_album_17,photo_album_55,photo_album_67,photo_album_80","juveniles - one year old,juveniles - one year old,juveniles - one year old,juveniles - one year old,juveniles - one year old,adult,adult,adult,adult,adult","NNP_GIRM_0047,NNP_GIRM_0047,NNP_GIRM_0047,NNP_GIRM_0047,NNP_GIRM_0047,NNP_GIRM_0111,NNP_GIRM_0111,NNP_GIRM_0111,NNP_GIRM_0111,NNP_GIRM_0111","ok,ok,ok,ok,ok,ok,ok,ok,ok,ok","Female,Female,Female,Female,Female,Male,Male,Male,Male,Male","giraffe_masai,giraffe_masai,giraffe_masai,giraffe_masai,giraffe_masai,giraffe_masai,giraffe_masai,giraffe_masai,giraffe_masai,giraffe_masai","left,left,left,left,left,left,left,left,left,left","['outdoor', 'animal', 'grass', 'mammal', 'giraffe', 'field', 'standing']",29,20,49,59.18367346938776,"<img src = ""https://socialmediabias.blob.core.windows.net/wildlifephotos/All_Zebra_Count_Images/8345.jpeg"" width = ""350"">"
8328,"photo_album_42,photo_album_49,photo_album_55,photo_album_67,photo_album_80","infant,infant,infant,infant,infant","____,____,____,____,____","poor,poor,poor,poor,poor","UNKNOWN NAME,UNKNOWN NAME,UNKNOWN NAME,UNKNOWN NAME,UNKNOWN NAME","giraffe_masai,giraffe_masai,giraffe_masai,giraffe_masai,giraffe_masai","backleft,backleft,backleft,backleft,backleft","['giraffe', 'outdoor', 'sky', 'tree', 'grass', 'animal', 'field', 'standing', 'mammal', 'tall', 'lush']",29,21,50,58.0,"<img src = ""https://socialmediabias.blob.core.windows.net/wildlifephotos/All_Zebra_Count_Images/8328.jpeg"" width = ""350"">"
736,photo_album_26,adult,IBEIS_PZ_0105,good,Female,zebra_plains,left,"['grass', 'outdoor', 'zebra', 'animal', 'field', 'mammal', 'standing', 'tall', 'dry', 'grassy', 'lone']",5,4,9,55.555555555555564,"<img src = ""https://socialmediabias.blob.core.windows.net/wildlifephotos/All_Zebra_Count_Images/736.jpeg"" width = ""350"">"
8121,"photo_album_30,photo_album_30,photo_album_30","infant,infant,adult","IBEIS_PZ_0166,IBEIS_PZ_0102,IBEIS_PZ_0162","ok,ok,poor","UNKNOWN SEX,Female,Female","zebra_plains,zebra_plains,zebra_plains","backleft,left,left","['grass', 'outdoor', 'zebra', 'field', 'sky', 'animal', 'mammal', 'herd', 'open', 'grassy', 'group', 'dry', 'plain', 'distance']",5,4,9,55.555555555555564,"<img src = ""https://socialmediabias.blob.core.windows.net/wildlifephotos/All_Zebra_Count_Images/8121.jpeg"" width = ""350"">"
575,photo_album_20,adult,IBEIS_PZ_0873,good,Male,zebra_plains,left,"['grass', 'outdoor', 'zebra', 'animal', 'field', 'tree', 'mammal', 'standing', 'grassy', 'open', 'lone', 'lush']",5,4,9,55.555555555555564,"<img src = ""https://socialmediabias.blob.core.windows.net/wildlifephotos/All_Zebra_Count_Images/575.jpeg"" width = ""350"">"
3318,photo_album_7,juveniles- two year old,IBEIS_PZ_0902,good,Female,zebra_plains,backleft,"['grass', 'zebra', 'outdoor', 'field', 'animal', 'standing', 'mammal', 'grassy', 'lush']",5,4,9,55.555555555555564,"<img src = ""https://socialmediabias.blob.core.windows.net/wildlifephotos/All_Zebra_Count_Images/3318.jpeg"" width = ""350"">"
1672,photo_album_12,adult,IBEIS_PZ_1243,good,Male,zebra_plains,left,"['grass', 'zebra', 'outdoor', 'animal', 'field', 'mammal', 'standing', 'dry', 'grassy', 'open']",5,4,9,55.555555555555564,"<img src = ""https://socialmediabias.blob.core.windows.net/wildlifephotos/All_Zebra_Count_Images/1672.jpeg"" width = ""350"">"
8174,photo_album_30,adult,IBEIS_PZ_0063,ok,Female,zebra_plains,backleft,"['zebra', 'ground', 'outdoor', 'grass', 'mammal', 'animal', 'dirt', 'road', 'group']",5,4,9,55.555555555555564,"<img src = ""https://socialmediabias.blob.core.windows.net/wildlifephotos/All_Zebra_Count_Images/8174.jpeg"" width = ""350"">"
1306,"photo_album_15,photo_album_15,photo_album_15,photo_album_15","adult,juveniles - one year old,adult,adult","IBEIS_PZ_0394,IBEIS_PZ_0423,IBEIS_PZ_1111,IBEIS_PZ_1424","ok,ok,good,good","Female,Female,Female,Female","zebra_plains,zebra_plains,zebra_plains,zebra_plains","frontleft,frontleft,left,left","['zebra', 'grass', 'outdoor', 'sky', 'field', 'animal', 'mammal', 'standing', 'group', 'herd', 'grassy', 'lush']",5,4,9,55.555555555555564,"<img src = ""https://socialmediabias.blob.core.windows.net/wildlifephotos/All_Zebra_Count_Images/1306.jpeg"" width = ""350"">"
1973,"photo_album_25,photo_album_25","adult,adult","IBEIS_PZ_1424,IBEIS_PZ_1111","ok,excellent","Female,Female","zebra_plains,zebra_plains","left,left","['grass', 'zebra', 'outdoor', 'animal', 'mammal', 'field', 'standing', 'dry']",5,4,9,55.555555555555564,"<img src = ""https://socialmediabias.blob.core.windows.net/wildlifephotos/All_Zebra_Count_Images/1973.jpeg"" width = ""350"">"
1561,photo_album_12,juveniles - one year old,IBEIS_PZ_1290,good,Male,zebra_plains,left,"['grass', 'zebra', 'outdoor', 'animal', 'field', 'mammal', 'standing', 'grassy', 'open', 'dry', 'wild']",5,4,9,55.555555555555564,"<img src = ""https://socialmediabias.blob.core.windows.net/wildlifephotos/All_Zebra_Count_Images/1561.jpeg"" width = ""350"">"
1786,"photo_album_22,photo_album_22","juveniles - one year old,adult","IBEIS_PZ_1228,IBEIS_PZ_1275","good,ok","Male,Male","zebra_plains,zebra_plains","left,left","['grass', 'zebra', 'outdoor', 'animal', 'mammal', 'sky', 'field', 'dry', 'group', 'plain', 'open', 'grassy']",5,4,9,55.555555555555564,"<img src = ""https://socialmediabias.blob.core.windows.net/wildlifephotos/All_Zebra_Count_Images/1786.jpeg"" width = ""350"">"
8015,"photo_album_30,photo_album_30,photo_album_30,photo_album_30","juveniles- two year old,adult,adult,infant","IBEIS_PZ_0056,IBEIS_PZ_0061,IBEIS_PZ_0057,IBEIS_PZ_0055","ok,ok,ok,poor","Female,Female,Male,Male","zebra_plains,zebra_plains,zebra_plains,zebra_plains","backleft,backleft,backleft,backleft","['zebra', 'grass', 'outdoor', 'sky', 'field', 'animal', 'standing', 'group', 'herd', 'mammal', 'grassy', 'wild']",5,4,9,55.555555555555564,"<img src = ""https://socialmediabias.blob.core.windows.net/wildlifephotos/All_Zebra_Count_Images/8015.jpeg"" width = ""350"">"
9007,photo_album_23,adult,IBEIS_PZ_0596,poor,Female,zebra_plains,left,"['grass', 'outdoor', 'zebra', 'field', 'animal', 'mammal', 'standing', 'grassy', 'group', 'tall', 'herd', 'dry', 'wild', 'distance']",5,4,9,55.555555555555564,"<img src = ""https://socialmediabias.blob.core.windows.net/wildlifephotos/All_Zebra_Count_Images/9007.jpeg"" width = ""350"">"
8473,photo_album_23,adult,IBEIS_PZ_0538,ok,Male,zebra_plains,left,"['grass', 'outdoor', 'zebra', 'animal', 'mammal', 'field', 'standing', 'group', 'wild', 'grassy', 'open', 'dry', 'bushes', 'plain']",5,4,9,55.555555555555564,"<img src = ""https://socialmediabias.blob.core.windows.net/wildlifephotos/All_Zebra_Count_Images/8473.jpeg"" width = ""350"">"
471,photo_album_28,infant,____,ok,UNKNOWN NAME,zebra_plains,front,"['grass', 'outdoor', 'zebra', 'sky', 'field', 'animal', 'standing', 'tall', 'mammal', 'grassy', 'dry', 'open', 'wild', 'day']",5,4,9,55.555555555555564,"<img src = ""https://socialmediabias.blob.core.windows.net/wildlifephotos/All_Zebra_Count_Images/471.jpeg"" width = ""350"">"
1294,"photo_album_15,photo_album_15,photo_album_15","infant,infant,infant","____,____,____","good,good,ok","UNKNOWN NAME,UNKNOWN NAME,UNKNOWN NAME","zebra_plains,zebra_plains,zebra_plains","right,right,right","['grass', 'outdoor', 'zebra', 'sky', 'field', 'group', 'mammal', 'standing', 'herd', 'grassy', 'distance', 'lush', 'giraffe']",5,4,9,55.555555555555564,"<img src = ""https://socialmediabias.blob.core.windows.net/wildlifephotos/All_Zebra_Count_Images/1294.jpeg"" width = ""350"">"
1572,photo_album_12,adult,IBEIS_PZ_0415,excellent,Female,zebra_plains,left,"['grass', 'outdoor', 'zebra', 'field', 'animal', 'mammal', 'standing', 'dry', 'open', 'grassy', 'plain']",5,4,9,55.555555555555564,"<img src = ""https://socialmediabias.blob.core.windows.net/wildlifephotos/All_Zebra_Count_Images/1572.jpeg"" width = ""350"">"
1307,"photo_album_15,photo_album_89,photo_album_15,photo_album_89,photo_album_15,photo_album_89","adult,adult,juveniles - one year old,juveniles - one year old,adult,adult","IBEIS_PZ_1111,IBEIS_PZ_1111,IBEIS_PZ_0423,IBEIS_PZ_0423,IBEIS_PZ_1424,IBEIS_PZ_1424","ok,ok,ok,ok,excellent,excellent","Female,Female,Female,Female,Female,Female","zebra_plains,zebra_plains,zebra_plains,zebra_plains,zebra_plains,zebra_plains","left,left,frontleft,frontleft,left,left","['zebra', 'grass', 'outdoor', 'sky', 'field', 'standing', 'mammal', 'animal', 'group', 'herd', 'grassy']",10,8,18,55.555555555555564,"<img src = ""https://socialmediabias.blob.core.windows.net/wildlifephotos/All_Zebra_Count_Images/1307.jpeg"" width = ""350"">"
8317,"photo_album_11,photo_album_49,photo_album_67","infant,infant,infant","____,____,____","ok,ok,ok","UNKNOWN NAME,UNKNOWN NAME,UNKNOWN NAME","giraffe_masai,giraffe_masai,giraffe_masai","right,right,right","['outdoor', 'tree', 'sky', 'giraffe', 'animal', 'field', 'standing', 'mammal', 'grassy', 'sheep', 'bushes', 'lush', 'day']",16,13,29,55.17241379310346,"<img src = ""https://socialmediabias.blob.core.windows.net/wildlifephotos/All_Zebra_Count_Images/8317.jpeg"" width = ""350"">"
3117,"photo_album_61,photo_album_98,photo_album_61,photo_album_98","adult,adult,infant,infant","IBEIS_PZ_0878,IBEIS_PZ_0878,IBEIS_PZ_0891,IBEIS_PZ_0891","poor,poor,junk,junk","Female,Female,UNKNOWN SEX,UNKNOWN SEX","zebra_plains,zebra_plains,zebra_plains,zebra_plains","left,left,right,right","['grass', 'outdoor', 'sky', 'field', 'animal', 'zebra', 'mammal', 'standing', 'grassy', 'lush', 'day', 'giraffe']",11,9,20,55.0,"<img src = ""https://socialmediabias.blob.core.windows.net/wildlifephotos/All_Zebra_Count_Images/3117.jpeg"" width = ""350"">"
7796,"photo_album_16,photo_album_88,photo_album_16,photo_album_88","adult,adult,juveniles - one year old,juveniles - one year old","IBEIS_PZ_0033,IBEIS_PZ_0033,IBEIS_PZ_0234,IBEIS_PZ_0234","good,good,ok,ok","Female,Female,Male,Male","zebra_plains,zebra_plains,zebra_plains,zebra_plains","left,left,left,left","['zebra', 'grass', 'outdoor', 'sky', 'field', 'animal', 'mammal', 'open', 'wild', 'plain', 'distance']",11,9,20,55.0,"<img src = ""https://socialmediabias.blob.core.windows.net/wildlifephotos/All_Zebra_Count_Images/7796.jpeg"" width = ""350"">"
5500,"photo_album_2,photo_album_81,photo_album_2,photo_album_81,photo_album_2,photo_album_81","adult,adult,adult,adult,infant,infant","IBEIS_PZ_1450,IBEIS_PZ_1450,IBEIS_PZ_1781,IBEIS_PZ_1781,IBEIS_PZ_1460,IBEIS_PZ_1460","ok,ok,good,good,ok,ok","Female,Female,Male,Male,UNKNOWN SEX,UNKNOWN SEX","zebra_plains,zebra_plains,zebra_plains,zebra_plains,zebra_plains,zebra_plains","left,left,left,left,backleft,backleft","['grass', 'zebra', 'outdoor', 'sky', 'field', 'animal', 'mammal', 'green', 'group', 'grassy', 'wild', 'lush', 'day']",11,9,20,55.0,"<img src = ""https://socialmediabias.blob.core.windows.net/wildlifephotos/All_Zebra_Count_Images/5500.jpeg"" width = ""350"">"
